ID,input,BipolarSigmoid,BipolarSigmoid/dt,HyperbolicTangent,HyperbolicTangent/dt,ReLU,ReLU/dt,Sigmoid,Sigmoid/dt,SigmoidFunction,SigmoidFunction/dt,Threshold,Threshold/dt
00000000002054c0,-80.5,-1,-6479.25,-1,4.79345224340354E-70,0,0,1.19836306085088E-70,-13121.5,0,-6560.75,0,0
00000000000054c0,-80,-1,-6399,-1,1.30299541288301E-69,0,0,3.25748853220752E-70,-12960,0,-6480,0,0
0000000000e053c0,-79.5,-1,-6319.25,-1,3.54190875340537E-69,0,0,8.85477188351343E-70,-12799.5,0,-6399.75,0,0
0000000000c053c0,-79,-1,-6240,-1,9.62790620244185E-69,0,0,2.40697655061046E-69,-12640,0,-6320,0,0
0000000000a053c0,-78.5,-1,-6161.25,-1,2.61713624762058E-68,0,0,6.54284061905146E-69,-12481.5,0,-6240.75,0,0
00000000008053c0,-78,-1,-6083,-1,7.11411390450852E-68,0,0,1.77852847612713E-68,-12324,0,-6162,0,0
00000000006053c0,-77.5,-1,-6005.25,-1,1.93381665522133E-67,0,0,4.83454163805334E-68,-12167.5,0,-6083.75,0,0
00000000004053c0,-77,-1,-5928,-1,5.2566586734596E-67,0,0,1.3141646683649E-67,-12012,0,-6006,0,0
00000000002053c0,-76.5,-1,-5851.25,-1,1.42890797504769E-66,0,0,3.57226993761922E-67,-11857.5,0,-5928.75,0,0
00000000000053c0,-76,-1,-5775,-1,3.88417458311234E-66,0,0,9.71043645778085E-67,-11704,0,-5852,0,0
0000000000e052c0,-75.5,-1,-5699.25,-1,1.05582811878368E-65,0,0,2.63957029695919E-66,-11551.5,0,-5775.75,0,0
0000000000c052c0,-75,-1,-5624,-1,2.87003838926576E-65,0,0,7.17509597316441E-66,-11400,0,-5700,0,0
0000000000a052c0,-74.5,-1,-5549.25,-1,7.801573200521E-65,0,0,1.95039330013025E-65,-11249.5,0,-5624.75,0,0
00000000008052c0,-74,-1,-5475,-1,2.12068746643693E-64,0,0,5.30171866609232E-65,-11100,0,-5550,0,0
00000000006052c0,-73.5,-1,-5401.25,-1,5.76462620385636E-64,0,0,1.44115655096409E-64,-10951.5,0,-5475.75,0,0
00000000004052c0,-73,-1,-5328,-1,1.56698786578016E-63,0,0,3.9174696644504E-64,-10804,0,-5402,0,0
00000000002052c0,-72.5,-1,-5255.25,-1,4.25951464096603E-63,0,0,1.06487866024151E-63,-10657.5,0,-5328.75,0,0
00000000000052c0,-72,-1,-5183,-1,1.15785612465932E-62,0,0,2.8946403116483E-63,-10512,0,-5256,0,0
0000000000e051c0,-71.5,-1,-5111.25,-1,3.14737926363144E-62,0,0,7.8684481590786E-63,-10367.5,0,-5183.75,0,0
0000000000c051c0,-71,-1,-5040,-1,8.55546385959816E-62,0,0,2.13886596489954E-62,-10224,0,-5112,0,0
0000000000a051c0,-70.5,-1,-4969.25,-1,2.32561619435838E-61,0,0,5.81404048589594E-62,-10081.5,0,-5040.75,0,0
00000000008051c0,-70,-1,-4899,-1,6.32168024109445E-61,0,0,1.58042006027361E-61,-9940,0,-4970,0,0
00000000006051c0,-69.5,-1,-4829.25,-1,1.71841085246956E-60,0,0,4.29602713117391E-61,-9799.5,0,-4899.75,0,0
00000000004051c0,-69,-1,-4760,-1,4.67112499409484E-60,0,0,1.16778124852371E-60,-9660,0,-4830,0,0
00000000002051c0,-68.5,-1,-4691.25,-1,1.26974341899089E-59,0,0,3.17435854747721E-60,-9521.5,0,-4760.75,0,0
00000000000051c0,-68,-1,-4623,-1,3.45152046264838E-59,0,0,8.62880115662096E-60,-9384,0,-4692,0,0
0000000000e050c0,-67.5,-1,-4555.25,-1,9.38220535417166E-59,0,0,2.34555133854291E-59,-9247.5,0,-4623.75,0,0
0000000000c050c0,-67,-1,-4488,-1,2.5503478325116E-58,0,0,6.37586958127899E-59,-9112,0,-4556,0,0
0000000000a050c0,-66.5,-1,-4421.25,-1,6.93256416936619E-58,0,0,1.73314104234155E-58,-8977.5,0,-4488.75,0,0
00000000008050c0,-66,-1,-4355,-1,1.88446632062144E-57,0,0,4.7111658015536E-58,-8844,0,-4422,0,0
00000000006050c0,-65.5,-1,-4289.25,-1,5.12251055568833E-57,0,0,1.28062763892208E-57,-8711.5,0,-4355.75,0,0
00000000004050c0,-65,-1,-4224,-1,1.39244273596172E-56,0,0,3.48110683990431E-57,-8580,0,-4290,0,0
00000000002050c0,-64.5,-1,-4159.25,-1,3.78505178633455E-56,0,0,9.46262946583638E-57,-8449.5,0,-4224.75,0,0
00000000000050c0,-64,-1,-4095,-1,1.02888374905697E-55,0,0,2.57220937264241E-56,-8320,0,-4160,0,0
0000000000c04fc0,-63.5,-1,-4031.25,-1,2.79679599865837E-55,0,0,6.99198999664592E-56,-8191.5,0,-4095.75,0,0
0000000000804fc0,-63,-1,-3968,-1,7.60247974106001E-55,0,0,1.900619935265E-55,-8064,0,-4032,0,0
0000000000404fc0,-62.5,-1,-3905.25,-1,2.06656825313514E-54,0,0,5.16642063283786E-55,-7937.5,0,-3968.75,0,0
0000000000004fc0,-62,-1,-3843,-1,5.61751492976762E-54,0,0,1.4043787324419E-54,-7812,0,-3906,0,0
0000000000c04ec0,-61.5,-1,-3781.25,-1,1.52699887546847E-53,0,0,3.81749718867117E-54,-7687.5,0,-3843.75,0,0
0000000000804ec0,-61,-1,-3720,-1,4.15081329526334E-53,0,0,1.03770332381583E-53,-7564,0,-3782,0,0
0000000000404ec0,-60.5,-1,-3659.25,-1,1.12830803538405E-52,0,0,2.82077008846014E-53,-7441.5,0,-3720.75,0,0
0000000000004ec0,-60,-1,-3599,-1,3.0670592294888E-52,0,0,7.667648073722E-53,-7320,0,-3660,0,0
0000000000c04dc0,-59.5,-1,-3539.25,-1,8.33713137032701E-52,0,0,2.08428284258175E-52,-7199.5,0,-3599.75,0,0
0000000000804dc0,-59,-1,-3480,-1,2.26626727054358E-51,0,0,5.66566817635894E-52,-7080,0,-3540,0,0
0000000000404dc0,-58.5,-1,-3421.25,-1,6.16035313995008E-51,0,0,1.54008828498752E-51,-6961.5,0,-3480.75,0,0
0000000000004dc0,-58,-1,-3363,-1,1.67455759972169E-50,0,0,4.18639399930423E-51,-6844,0,-3422,0,0
0000000000c04cc0,-57.5,-1,-3305.25,-1,4.55191949403147E-50,0,0,1.13797987350787E-50,-6727.5,0,-3363.75,0,0
0000000000804cc0,-57,-1,-3248,-1,1.23734000452342E-49,0,0,3.09335001130856E-50,-6612,0,-3306,0,0
0000000000404cc0,-56.5,-1,-3191.25,-1,3.36343884992146E-49,0,0,8.40859712480364E-50,-6497.5,0,-3248.75,0,0
0000000000004cc0,-56,-1,-3135,-1,9.14277470687469E-49,0,0,2.28569367671867E-49,-6384,0,-3192,0,0
0000000000c04bc0,-55.5,-1,-3079.25,-1,2.48526383473924E-48,0,0,6.21315958684811E-49,-6271.5,0,-3135.75,0,0
0000000000804bc0,-55,-1,-3024,-1,6.75564752089813E-48,0,0,1.68891188022453E-48,-6160,0,-3080,0,0
0000000000404bc0,-54.5,-1,-2969.25,-1,1.83637538955318E-47,0,0,4.59093847388295E-48,-6049.5,0,-3024.75,0,0
0000000000004bc0,-54,-1,-2915,-1,4.9917858516518E-47,0,0,1.24794646291295E-47,-5940,0,-2970,0,0
0000000000c04ac0,-53.5,-1,-2861.25,-1,1.35690807721041E-46,0,0,3.39227019302602E-47,-5831.5,0,-2915.75,0,0
0000000000804ac0,-53,-1,-2808,-1,3.68845856917035E-46,0,0,9.22114642292587E-47,-5724,0,-2862,0,0
0000000000404ac0,-52.5,-1,-2755.25,-1,1.00262699035998E-45,0,0,2.50656747589995E-46,-5617.5,0,-2808.75,0,0
0000000000004ac0,-52,-1,-2703,-1,2.72542272861812E-45,0,0,6.8135568215453E-46,-5512,0,-2756,0,0
0000000000c049c0,-51.5,-1,-2651.25,-1,7.4084670780719E-45,0,0,1.85211676951798E-45,-5407.5,0,-2703.75,0,0
00000000008049c0,-51,-1,-2600,-1,2.01383014350599E-44,0,0,5.03457535876498E-45,-5304,0,-2652,0,0
00000000004049c0,-50.5,-1,-2549.25,-1,5.47415788469541E-44,0,0,1.36853947117385E-44,-5201.5,0,-2600.75,0,0
00000000000049c0,-50,-1,-2499,-1,1.48803039040833E-43,0,0,3.72007597602084E-44,-5100,0,-2550,0,0
0000000000c048c0,-49.5,-1,-2449.25,-1,4.04488597044179E-43,0,0,1.01122149261045E-43,-4999.5,0,-2499.75,0,0
00000000008048c0,-49,-1,-2400,-1,1.09951400316409E-42,0,0,2.74878500791021E-43,-4900,0,-2450,0,0
00000000004048c0,-48.5,-1,-2351.25,-1,2.9887889349372E-42,0,0,7.47197233734299E-43,-4801.5,0,-2400.75,0,0
00000000000048c0,-48,-1,-2303,-1,8.12437065093924E-42,0,0,2.03109266273481E-42,-4704,0,-2352,0,0
0000000000c047c0,-47.5,-1,-2255.25,-1,2.20843291081141E-41,0,0,5.52108227702853E-42,-4607.5,0,-2303.75,0,0
00000000008047c0,-47,-1,-2208,-1,6.00314305082958E-41,0,0,1.50078576270739E-41,-4512,0,-2256,0,0
00000000004047c0,-46.5,-1,-2161.25,-1,1.63182346687102E-40,0,0,4.07955866717756E-41,-4417.5,0,-2208.75,0,0
00000000000047c0,-46,-1,-2115,-1,4.43575607724855E-40,0,0,1.10893901931214E-40,-4324,0,-2162,0,0
0000000000c046c0,-45.5,-1,-2069.25,-1,1.20576351402615E-39,0,0,3.01440878506537E-40,-4231.5,0,-2115.75,0,0
00000000008046c0,-45,-1,-2024,-1,3.27760504959621E-39,0,0,8.19401262399051E-40,-4140,2.86251858054939E-20,-2070,0,0
00000000004046c0,-44.5,-1,-1979.25,-1,8.90945424718297E-39,0,0,2.22736356179574E-39,-4049.5,4.71949527152612E-20,-2024.75,0,0
00000000000046c0,-44,-1,-1935,-1,2.42184075816047E-38,0,0,6.05460189540119E-39,-3960,7.7811322411338E-20,-1980,0,0
0000000000c045c0,-43.5,-1,-1891.25,-1,6.58324572432909E-38,0,0,1.64581143108227E-38,-3871.5,1.28289182360878E-19,-1935.75,0,0
00000000008045c0,-43,-1,-1848,-1,1.78951172247245E-37,0,0,4.47377930618112E-38,-3784,2.11513103759108E-19,-1892,0,0
00000000004045c0,-42.5,-1,-1805.25,-1,4.8643971970113E-37,0,0,1.21609929925283E-37,-3697.5,3.48726153199445E-19,-1848.75,0,0
00000000000045c0,-42,-1,-1763,-1,1.32228025070429E-36,0,0,3.30570062676073E-37,-3612,5.74952226429356E-19,-1806,0,0
0000000000c044c0,-41.5,-1,-1721.25,-1,3.59433037761975E-36,0,0,8.98582594404938E-37,-3527.5,9.47935965350476E-19,-1763.75,0,0
00000000008044c0,-41,-1,-1680,-1,9.77040295096211E-36,0,0,2.44260073774053E-36,-3444,1.56288218933499E-18,-1722,0,0
00000000004044c0,-40.5,-1,-1639.25,-1,2.65587087983229E-35,0,0,6.63967719958073E-36,-3361.5,2.57675710915498E-18,-1680.75,0,0
00000000000044c0,-40,-1,-1599,-1,7.21940555138166E-35,0,0,1.80485138784542E-35,-3280,4.24835425529159E-18,-1640,0,0
0000000000c043c0,-39.5,-1,-1559.25,-1,1.96243789225971E-34,0,0,4.90609473064928E-35,-3199.5,7.00435202616865E-18,-1599.75,0,0
00000000008043c0,-39,-1,-1520,-1,5.33445926200905E-34,0,0,1.33361481550226E-34,-3120,1.15482241730158E-17,-1560,0,0
00000000004043c0,-38.5,-1,-1481.25,-1,1.45005636765742E-33,0,0,3.62514091914356E-34,-3041.5,1.90398028328645E-17,-1520.75,0,0
00000000000043c0,-38,-1,-1443,-1,3.9416618744445E-33,0,0,9.85415468611126E-34,-2964,3.13913279204803E-17,-1482,0,0
0000000000c042c0,-37.5,-1,-1405.25,-1,1.07145478472323E-32,0,0,2.67863696180808E-33,-2887.5,5.17555500580187E-17,-1443.75,0,0
00000000008042c0,-37,-1,-1368,-1,2.91251607132866E-32,0,0,7.28129017832164E-33,-2812,8.53304762574407E-17,-1406,0,0
00000000004042c0,-36.5,-1,-1331.25,-1,7.91703951178762E-32,0,0,1.9792598779469E-32,-2737.5,1.40686171244615E-16,-1368.75,0,0
00000000000042c0,-36,-1,-1295,-1,2.15207446400846E-31,0,0,5.38018616002114E-32,-2664,2.31952283024357E-16,-1332,0,0
0000000000c041c0,-35.5,-1,-1259.25,-1,5.84994490900492E-31,0,0,1.46248622725123E-31,-2591.5,3.82424662809713E-16,-1295.75,0,0
00000000008041c0,-35,-1,-1224,-1,1.59017989436346E-30,0,0,3.97544973590865E-31,-2520,6.30511676014699E-16,-1260,0,0
00000000004041c0,-34.5,-1,-1189.25,-1,4.32255711082911E-30,0,0,1.08063927770728E-30,-2449.5,1.03953801167022E-15,-1224.75,0,0
00000000000041c0,-34,-1,-1155,-1,1.17499284468432E-29,0,0,2.9374821117108E-30,-2380,1.71390843154201E-15,-1190,0,0
0000000000c040c0,-33.5,-1,-1121.25,-1,3.19396169827479E-29,0,0,7.98490424568698E-30,-2311.5,2.8257572871156E-15,-1155.75,0,0
00000000008040c0,-33,-1,-1088,-1,8.68208804521456E-29,0,0,2.17052201130364E-29,-2244,4.65888614510338E-15,-1122,0,0
00000000004040c0,-32.5,-1,-1055.25,-1,2.36003621663882E-28,0,0,5.90009054159706E-29,-2177.5,7.68120468520204E-15,-1088.75,0,0
00000000000040c0,-32,-1,-1023,-1,6.41524356219455E-28,0,0,1.60381089054864E-28,-2112,1.2664165549094E-14,-1056,0,0
0000000000803fc0,-31.5,-1,-991.25,-1,1.74384400002523E-27,0,0,4.35961000006308E-28,-2047.5,2.08796791164589E-14,-1023.75,0,0
0000000000003fc0,-31,-1,-960,-1,4.74025945693592E-27,0,0,1.18506486423398E-27,-1984,3.44247710846986E-14,-992,0,0
0000000000803ec0,-30.5,-1,-929.25,-1,1.28853611439701E-26,0,0,3.22134028599252E-27,-1921.5,5.6756852326324E-14,-960.75,0,0
0000000000003ec0,-30,-1,-899,-1,3.50260430507861E-26,0,0,8.75651076269652E-27,-1860,9.3576229688393E-14,-930,0,0
0000000000803dc0,-29.5,-1,-869.25,-1,9.5210656347776E-26,0,0,2.3802664086944E-26,-1799.5,1.54281120319165E-13,-899.75,0,0
0000000000003dc0,-29,-1,-840,-1,2.58809397025818E-25,0,0,6.47023492564546E-26,-1740,2.54366564737628E-13,-870,0,0
0000000000803cc0,-28.5,-1,-811.25,-1,7.03516880969725E-25,0,0,1.75879220242431E-25,-1681.5,4.19379565837779E-13,-840.75,0,0
0000000000003cc0,-28,-1,-783,-1,1.91235715355419E-24,0,0,4.78089288388547E-25,-1624,6.91440010693542E-13,-812,0,0
0000000000803bc0,-27.5,-1,-755.25,-1,5.19832570003001E-24,0,0,1.2995814250075E-24,-1567.5,1.13999185304306E-12,-783.75,0,0
0000000000003bc0,-27,-1,-728,-1,1.41305142888032E-23,0,0,3.53262857220081E-24,-1512,1.87952881653555E-12,-756,0,0
0000000000803ac0,-26.5,-1,-701.25,-1,3.84107202180347E-23,0,0,9.60268005450868E-24,-1457.5,3.09881913871222E-12,-728.75,0,0
0000000000003ac0,-26,-1,-675,-1,1.04411162786708E-22,0,0,2.6102790696677E-23,-1404,5.10908902803722E-12,-702,0,0
00000000008039c0,-25.5,-1,-649.25,-1,2.83818966491388E-22,0,0,7.0954741622847E-23,-1351.5,8.42346375439769E-12,-675.75,0,0
00000000000039c0,-25,-1,-624,-1,7.71499939185567E-22,0,0,1.92874984796392E-22,-1300,1.38879438647711E-11,-650,0,0
00000000008038c0,-24.5,-1,-599.25,-1,2.09715426534539E-21,0,0,5.24288566336346E-22,-1249.5,2.28973484559312E-11,-624.75,0,0
00000000000038c0,-24,-1,-575,-1,5.70065633096374E-21,0,0,1.42516408274094E-21,-1200,3.77513454413658E-11,-600,0,0
00000000008037c0,-23.5,-1,-551.25,-1,1.54959905147488E-20,0,0,3.87399762868719E-21,-1151.5,6.22414462252038E-11,-575.75,0,0
00000000000037c0,-23,-1,-528,-1,4.21224694302152E-20,0,0,1.05306173575538E-20,-1104,1.02618796306488E-10,-552,0,0
00000000008036c0,-22.5,-1,-505.25,-1,1.14500743221976E-19,0,0,2.86251858054939E-20,-1057.5,1.69189792232888E-10,-528.75,0,0
00000000000036c0,-22,-1,-483,-1,3.11245289645352E-19,0,0,7.7811322411338E-20,-1012,2.78946809209081E-10,-506,0,0
00000000008035c0,-21.5,-1,-461.25,-1,8.46052415036432E-19,0,0,2.11513103759108E-19,-967.5,4.59905537653719E-10,-483.75,0,0
00000000000035c0,-21,-1,-440,-1,2.29980890571742E-18,0,0,5.74952226429356E-19,-924,7.58256042216239E-10,-462,0,0
00000000008034c0,-20.5,-1,-419.25,-1,6.25152875733996E-18,0,0,1.56288218933499E-18,-881.5,1.25015286482386E-09,-440.75,0,0
00000000000034c0,-20,-1,-399,-1,1.69934170211664E-17,0,0,4.24835425529159E-18,-840,2.0611536181902E-09,-420,0,0
00000000008033c0,-19.5,-1,-379.25,-1,4.61928966920631E-17,0,0,1.15482241730158E-17,-799.5,3.39826780794685E-09,-399.75,0,0
00000000000033c0,-19,-1,-360,-1,1.25565311681921E-16,0,0,3.13913279204803E-17,-760,5.60279640614594E-09,-380,0,0
00000000008032c0,-18.5,-1,-341.25,-1,3.41321905029763E-16,0,0,8.53304762574407E-17,-721.5,9.23744957664012E-09,-360.75,0,0
00000000000032c0,-18,-1,-323,-1,9.27809132097427E-16,0,0,2.31952283024357E-16,-684,1.52299795127603E-08,-342,0,0
00000000008031c0,-17.5,-0.999999999999999,-305.25,-0.999999999999999,2.52204670405879E-15,0,0,6.30511676014699E-16,-647.5,2.51099909269282E-08,-323.75,0,0
00000000000031c0,-17,-0.999999999999997,-288,-0.999999999999997,6.85563372616803E-15,0,0,1.71390843154201E-15,-612,4.13993754739433E-08,-306,0,0
00000000008030c0,-16.5,-0.999999999999991,-271.25,-0.999999999999991,1.86355445804134E-14,0,0,4.65888614510338E-15,-577.5,6.82560291044629E-08,-288.75,0,0
00000000000030c0,-16,-0.999999999999975,-255,-0.999999999999975,5.06566621963754E-14,0,0,1.2664165549094E-14,-544,1.12535162055095E-07,-272,0,0
0000000000002fc0,-15.5,-0.999999999999931,-239.25,-0.999999999999931,1.3769908433879E-13,0,0,3.44247710846986E-14,-511.5,1.85539101836833E-07,-255.75,0,0
0000000000002ec0,-15,-0.999999999999813,-224,-0.999999999999813,3.74304918753537E-13,0,0,9.3576229688393E-14,-480,3.05902226925625E-07,-240,0,0
0000000000002dc0,-14.5,-0.999999999999491,-209.25,-0.999999999999491,1.01746625895025E-12,0,0,2.54366564737628E-13,-449.5,5.04347408201452E-07,-224.75,0,0
0000000000002cc0,-14,-0.999999999998617,-195,-0.999999999998617,2.76576004277226E-12,0,0,6.91440010693542E-13,-420,8.31528027664132E-07,-210,0,0
0000000000002bc0,-13.5,-0.999999999996241,-181.25,-0.999999999996241,7.51811526612807E-12,0,0,1.87952881653555E-12,-391.5,1.37095720685784E-06,-195.75,0,0
0000000000002ac0,-13,-0.999999999989782,-168,-0.999999999989782,2.04363561120445E-11,0,0,5.10908902803722E-12,-364,2.26032429790357E-06,-182,0,0
00000000000029c0,-12.5,-0.999999999972224,-155.25,-0.999999999972224,5.55517754583131E-11,0,0,1.38879438647711E-11,-337.5,3.72663928418656E-06,-168.75,0,0
00000000000028c0,-12,-0.999999999924497,-143,-0.999999999924497,1.51005381759763E-10,0,0,3.77513454413658E-11,-312,6.14417460221472E-06,-156,0,0
00000000000027c0,-11.5,-0.999999999794762,-131.25,-0.999999999794762,4.10475185183831E-10,0,0,1.02618796306488E-10,-287.5,1.01299909808739E-05,-143.75,0,0
00000000000026c0,-11,-0.999999999442106,-120,-0.999999999442106,1.11578723652508E-09,0,0,2.78946809209081E-10,-264,1.67014218480952E-05,-132,0,0
00000000000025c0,-10.5,-0.999999998483488,-109.25,-0.999999998483488,3.03302416656515E-09,0,0,7.58256042216239E-10,-241.5,2.75356911145835E-05,-120.75,0,0
00000000000024c0,-10,-0.999999995877693,-99,-0.999999995877693,8.2446144557674E-09,0,0,2.0611536181902E-09,-220,4.53978687024344E-05,-110,0,0
00000000000023c0,-9.5,-0.999999988794407,-89.25,-0.999999988794407,2.24111854990185E-08,0,0,5.60279640614594E-09,-199.5,7.48462275106112E-05,-99.75,0,0
00000000000022c0,-9,-0.999999969540041,-80,-0.999999969540041,6.09199171232323E-08,0,0,1.52299795127603E-08,-180,0.000123394575986232,-90,0,0
00000000000021c0,-8.5,-0.999999917201249,-71.25,-0.999999917201249,1.6559749504014E-07,0,0,4.13993754739433E-08,-161.5,0.000203426978055207,-80.75,0,0
00000000000020c0,-8,-0.999999774929676,-63,-0.999999774929676,4.50140597563729E-07,0,0,1.12535162055095E-07,-144,0.000335350130466478,-72,0,0
0000000000001ec0,-7.5,-0.999999388195546,-55.25,-0.999999388195546,1.22360853339781E-06,0,0,3.05902226925625E-07,-127.5,0.0005527786369236,-63.75,0,0
0000000000001cc0,-7,-0.999998336943945,-48,-0.999998336943945,3.32610934490108E-06,0,0,8.31528027664132E-07,-112,0.000911051194400645,-56,0,0
0000000000001ac0,-6.5,-0.999995479351404,-41.25,-0.999995479351404,9.04127675535057E-06,0,0,2.26032429790357E-06,-97.5,0.00150118225673699,-48.75,0,0
00000000000018c0,-6,-0.999987711650796,-35,-0.999987711650796,2.45765474053327E-05,0,0,6.14417460221472E-06,-84,0.00247262315663477,-42,0,0
00000000000016c0,-5.5,-0.999966597156304,-29.25,-0.999966597156304,6.68045716424137E-05,0,0,1.67014218480952E-05,-71.5,0.00407013771589613,-35.75,0,0
00000000000014c0,-5,-0.999909204262595,-24,-0.999909204262595,0.000181583230943807,0,0,4.53978687024344E-05,-60,0.00669285092428486,-30,0,0
00000000000012c0,-4.5,-0.999753210848027,-19.25,-0.999753210848028,0.000493517399059396,0,0,0.000123394575986232,-49.5,0.0109869426305932,-24.75,0,0
00000000000010c0,-4,-0.999329299739067,-15,-0.999329299739067,0.0013409506830259,0,0,0.000335350130466478,-40,0.0179862099620916,-20,0,0
0000000000000cc0,-3.5,-0.998177897611199,-11.25,-0.998177897611199,0.00364088472048731,0,0,0.000911051194400645,-31.5,0.0293122307513563,-15.75,0,0
00000000000008c0,-3,-0.99505475368673,-8,-0.995054753686731,0.00986603716544019,0,0,0.00247262315663477,-24,0.0474258731775668,-12,0,0
00000000000004c0,-2.5,-0.98661429815143,-5.25,-0.98661429815143,0.0265922266831606,0,0,0.00669285092428486,-17.5,0.0758581800212435,-8.75,0,0
