term,name,description,score,pvalue,FDR,cluster,enriched,geneIDs
GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,0.0630630630630631,1.02332076653622E-07,1.54428406586375E-06,888,56/79,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XDI0; A0A0H2XBS4; A0A0H2X7X9; A0A0H2XD14; A0A0H2XAL3; A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0; A0A0H2X606; A0A0H2XBX9; A0A0H2X9J4; A0A0H2X3J6; A0A0H2XCB8; A0A0H2XDN6; Q4UYH8; A0A0H2X574; A0A0H2X6G8; A0A0H2X4J8; A0A0H2X6I2; A0A0H2X9G0; A0A0H2X8B0; A0A0H2X5F8; A0A0H2X8P0; A0A0H2X7Q4; A0A0H2X4C1; A0A0H2X4K1; A0A0H2X5B2; A0A0H2X7P4; A0A0H2X7Y9; A0A0H2X9J7; A0A0H2X7P9; A0A0H2X810; A0A0H2X7Z4; A0A0H2X9K2; A0A0H2X7R0; A0A0H2X956; A0A0H2X6V6; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3; A0A0H2X6M9; A0A0H2X8C7; A0A0H2X6P0; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587; A0A0H2X8J5; A0A0H2XBI2; A0A0H2X5S8; A0A0H2X5J4; A0A0H2X6Y5
GO:0005622,intracellular,"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.",0.227272727272727,2.63616206082637E-16,1.45867634032392E-14,132,30/105,A0A0H2XBY2; A0A0H2XAF7; A0A0H2XDR5; A0A0H2XBW7; A0A0H2X5W2; A0A0H2X5P4; A0A0H2XAL3; A0A0H2XCJ1; A0A0H2X606; A0A0H2X4A4; A0A0H2X3J6; A0A0H2X3W2; A0A0H2XDN6; A0A0H2XC43; A0A0H2X2J9; A0A0H2X574; A0A0H2X6L0; A0A0H2XA54; A0A0H2X7W5; A0A0H2X7Y4; A0A0H2X7I5; A0A0H2X9G9; A0A0H2X6S6; A0A0H2X9V7; A0A0H2X4W0; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3; A0A0H2XA17
GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,0.0375,0.643882320615069,0.732085378233571,160,6/129,Q4UQV0; A0A0H2XBX9; Q4UYH8; P0C0F7; Q4UU87; Q9L431
GO:0000155,phosphorelay sensor kinase activity,"Catalysis of the phosphorylation of a histidine residue in response to detection of an extracellular signal such as a chemical ligand or change in environment, to initiate a change in cell state or activity. The two-component sensor is a histidine kinase that autophosphorylates a histidine residue in its active site. The phosphate is then transferred to an aspartate residue in a downstream response regulator, to trigger a response.",0.301587301587302,2.02892458818678E-12,8.42003704097515E-11,63,19/116,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2X606; A0A0H2X3J6; A0A0H2XDN6; A0A0H2X2J9; A0A0H2X574; A0A0H2XD97; A0A0H2XA54; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X5G5; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3
GO:0006355,"regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.",0.151260504201681,1.24671814070979E-07,1.72462676131521E-06,119,18/117,A0A0H2XAF7; A0A0H2XBW7; A0A0H2X5P4; A0A0H2XCJ1; A0A0H2X4A4; A0A0H2X3W2; A0A0H2X582; A0A0H2XC43; A0A0H2XC05; A0A0H2X308; A0A0H2X2R9; A0A0H2X6L0; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X7H0
GO:0015031,protein transport,"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.0149253731343284,0.723812258992228,0.806394865722885,67,1/134,A0A0H2X7X9
GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",0.0354740061162079,0.323246951938194,0.470692930015265,1635,58/77,A0A0H2XBY2; A0A0H2X624; A0A0H2XDR5; A0A0H2XEH1; A0A0H2X9B2; A0A0H2X5W2; A0A0H2X9L5; A0A0H2XAL3; A0A0H2X606; A0A0H2XBX9; A0A0H2XBH1; A0A0H2XA24; A0A0H2X3J6; A0A0H2XDZ8; A0A0H2XDN6; Q4USS0; A0A0H2X2J9; A0A0H2X886; A0A0H2X6K8; A0A0H2X461; A0A0H2XB54; A0A0H2X472; A0A0H2X574; A0A0H2X7T6; A0A0H2X757; A0A0H2XBG3; A0A0H2X819; A0A0H2X7H4; A0A0H2XD97; A0A0H2XA54; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X5G5; A0A0H2X6T2; P0C0F7; Q4UU87; Q9L431; Q4UU85; Q9L433; Q4UZF6; A0A0H2X7S0; A0A0H2X8F3; A0A0H2X6M9; A0A0H2X8C7; A0A0H2X6P0; A0A0H2X8L9; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587; A0A0H2X3T6; A0A0H2X4F1
GO:0006417,regulation of translation,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA.",0.166666666666667,0.196634312124521,0.324789013061398,6,1/134,Q4UTR7
GO:0008276,protein methyltransferase activity,Catalysis of the transfer of a methyl group (CH3-) to a protein.,0.285714285714286,0.0293670905190929,0.0812489504361572,7,2/133,A0A0H2X819; A0A0H2X7H4
GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,0.0204081632653061,1,1.03105590062112,49,1/134,A0A0H2XBH1
GO:0030288,outer membrane-bounded periplasmic space,"The region between the inner (cytoplasmic or plasma) membrane and outer membrane of organisms with two membranes such as Gram negative bacteria. These periplasmic spaces are relatively thick and contain a thin peptidoglycan layer (PGL), also referred to as a thin cell wall.",0.0909090909090909,0.313090307854,0.459937974369593,11,1/134,A0A0H2XEH1
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).",0.0555555555555556,0.32743715416288,0.472648413835114,36,2/133,A0A0H2XB54; A0A0H2X472
GO:0042597,periplasmic space,The region between the inner (cytoplasmic) and outer membrane (Gram-negative Bacteria) or cytoplasmic membrane and cell wall (Fungi and Gram-positive Bacteria).,0.0740740740740741,0.223916548818946,0.354001400989953,27,2/133,A0A0H2XEH1; A0A0H2X9B2
GO:0016740,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",0.0572597137014315,0.00250279046732412,0.0109332425677843,489,28/107,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2X9L5; A0A0H2XAL3; A0A0H2X606; A0A0H2X3J6; A0A0H2XDN6; Q4USS0; A0A0H2X2J9; A0A0H2XB54; A0A0H2X472; A0A0H2X574; A0A0H2X7T6; A0A0H2X757; A0A0H2XBG3; A0A0H2X819; A0A0H2X7H4; A0A0H2XD97; A0A0H2XA54; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X5G5; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3
GO:0005975,carbohydrate metabolic process,"The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.",0.0120481927710843,0.247169871079721,0.379909246289201,166,2/133,A0A0H2X3T6; A0A0H2X4F1
GO:0016491,oxidoreductase activity,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",0.0276923076923077,0.868551453028575,0.930190588404796,325,9/126,A0A0H2XBX9; A0A0H2X6M9; A0A0H2X8C7; A0A0H2X6P0; A0A0H2X8L9; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587
GO:0008237,metallopeptidase activity,"Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",0.024390243902439,1,1.03105590062112,41,1/134,A0A0H2XBH1
GO:0006402,mRNA catabolic process,"The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes.",0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,Q4UTR7
GO:0071555,cell wall organization,"A process that results in the assembly, arrangement of constituent parts, or disassembly of the cell wall, the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis.",0.0344827586206897,0.609703066227429,0.702852145789953,29,1/134,A0A0H2XBH1
GO:0005887,integral component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,0.0952380952380952,0.156566068707416,0.279462015112163,21,2/133,A0A0H2XCE7; A0A0H2XAZ4
GO:0055114,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",0.191489361702128,4.20262664537548E-05,0.000367176854280174,47,9/126,A0A0H2X8C7; A0A0H2X6N9; A0A0H2XDA2; A0A0H2X5H7; A0A0H2X587; A0A0H2X8J5; A0A0H2XBI2; A0A0H2X5S8; A0A0H2X5J4
GO:0016301,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",0.141791044776119,1.35258020614863E-07,1.72714087862056E-06,134,19/116,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2X606; A0A0H2X3J6; A0A0H2XDN6; A0A0H2X2J9; A0A0H2X574; A0A0H2XD97; A0A0H2XA54; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X5G5; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor).,0.193877551020408,1.44167434602929E-09,2.99147426801077E-08,98,19/116,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2X606; A0A0H2X3J6; A0A0H2XDN6; A0A0H2X2J9; A0A0H2X574; A0A0H2XD97; A0A0H2XA54; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X5G5; P0C0F7; Q4UU87; Q9L431; A0A0H2X8F3
GO:0016887,ATPase activity,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,0.0163934426229508,1,1.03105590062112,61,1/134,A0A0H2XDZ8
GO:0070011,"peptidase activity, acting on L-amino acid peptides",Catalysis of the hydrolysis of peptide bonds formed between L-amino acids.,0.0192307692307692,0.772759568481618,0.843934791894398,104,2/133,A0A0H2X9B2; A0A0H2XBH1
GO:0006950,response to stress,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).",0.0117647058823529,0.522749419538524,0.640416263050885,85,1/134,A0A0H2XAL3
GO:0008556,"potassium transmembrane transporter activity, phosphorylative mechanism",Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + K+(out) = ADP + phosphate + K+(in).,0.75,0.000911078304350137,0.00451459697080964,4,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0015079,potassium ion transmembrane transporter activity,Enables the transfer of potassium ions (K+) from one side of a membrane to the other.,0.5,0.00208954489752248,0.00937471494564139,6,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0006811,ion transport,"The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",0.0740740740740741,0.101918088407871,0.214156995895021,54,4/131,A0A0H2XAF7; A0A0H2XAJ0; A0A0H2X8M0; Q4UYH8
GO:0042626,ATPase-coupled transmembrane transporter activity,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source.",0.0882352941176471,0.103857085925058,0.215503453294494,34,3/132,A0A0H2XCE7; A0A0H2XAZ4; Q4UQV0
GO:0016779,nucleotidyltransferase activity,Catalysis of the transfer of a nucleotidyl group to a reactant.,0.0833333333333333,0.0746435469953883,0.17209484446159,48,4/131,A0A0H2X9L5; Q4USS0; A0A0H2X7T6; A0A0H2X757
GO:0045892,"negative regulation of transcription, DNA-templated","Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.",0.125,0.245399144928732,0.382500075663564,8,1/134,A0A0H2X7H0
GO:0003700,DNA-binding transcription factor activity,"A protein or a member of a complex that interacts selectively and non-covalently with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.",0.0412371134020619,0.553193903969948,0.665436145355154,97,4/131,A0A0H2X9L5; A0A0H2X7T6; A0A0H2X757; Q4UZF6
GO:0034220,ion transmembrane transport,A process in which an ion is transported across a membrane.,0.125,0.104375987698326,0.213906345159533,16,2/133,A0A0H2XAJ0; A0A0H2X8M0
GO:0020037,heme binding,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",0.0625,0.281518208262123,0.417250201531361,32,2/133,A0A0H2X6P0; A0A0H2X8L9
GO:0006109,regulation of carbohydrate metabolic process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates.",0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,Q4UTR7
GO:0016462,pyrophosphatase activity,"Catalysis of the hydrolysis of a pyrophosphate bond between two phosphate groups, leaving one phosphate on each of the two fragments.",0.0101010101010101,0.373420830375822,0.520906368423415,99,1/134,A0A0H2XDZ8
GO:0017111,nucleoside-triphosphatase activity,Catalysis of the reaction: a nucleoside triphosphate + H2O = nucleoside diphosphate + phosphate.,0.0117647058823529,0.522749419538524,0.640416263050885,85,1/134,A0A0H2XDZ8
GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",0.0532407407407407,0.0142652345408638,0.0464319398781056,432,23/112,A0A0H2XBY2; A0A0H2XDR5; A0A0H2X5W2; A0A0H2XAL3; A0A0H2XAZ4; Q4UQV0; A0A0H2X606; Q4V0S8; A0A0H2XDZ8; A0A0H2X2J9; A0A0H2X2R9; A0A0H2X461; A0A0H2X574; A0A0H2X6L0; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X7J2; P0C0F7; Q4UU87; Q9L431; Q4UZF6; A0A0H2X8F3
GO:0000156,phosphorelay response regulator activity,"Responds to a phosphorelay sensor to initiate a change in cell state or activity. The activity of the response regulator is regulated by transfer of a phosphate from a histidine residue in the sensor, to an aspartate residue in the response regulator. Many but not all response regulators act as transcriptional regulators to elicit a response.",0.9,1.35010453791752E-09,3.20167647563298E-08,10,9/126,A0A0H2XAF7; A0A0H2X2R9; A0A0H2XD97; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X6T2
GO:0008984,protein-glutamate methylesterase activity,Catalysis of the reaction: protein L-glutamate O(5)-methyl ester + H2O = protein L-glutamate + methanol.,1,6.41839686538094E-08,1.06545387965324E-06,7,7/128,A0A0H2XD97; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X6T2
GO:0006935,chemotaxis,"The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).",0.846153846153846,2.85369132719635E-32,4.73712760314594E-30,39,33/102,A0A0H2XD97; A0A0H2X6I2; A0A0H2XA54; A0A0H2X8B0; A0A0H2X5F8; A0A0H2X4C1; A0A0H2X5B2; A0A0H2X7Y9; A0A0H2X810; A0A0H2X7Z4; A0A0H2X9K2; A0A0H2X815; A0A0H2X7R0; A0A0H2X956; A0A0H2X4C4; A0A0H2X801; A0A0H2X7Z8; A0A0H2X6F3; A0A0H2X7E8; A0A0H2X7M2; A0A0H2X9J3; A0A0H2X5P1; A0A0H2X9K9; Q4UU97; A0A0H2X7L4; Q4UWU6; A0A0H2X577; A0A0H2X9G9; A0A0H2X6V6; A0A0H2X567; A0A0H2X5G5; A0A0H2X6T2; A0A0H2X4W5
GO:0032993,protein-DNA complex,A macromolecular complex containing both protein and DNA molecules.,0.25,0.144742966477657,0.262593797107006,4,1/134,Q4UZF6
GO:0001216,DNA-binding transcription activator activity,"Interacting selectively and non-covalently with a specific DNA sequence in order to activate or increase the frequency, rate or extent of transcription by a RNA polymerase.",1,0.000532593901755934,0.00304864095487879,3,3/132,A0A0H2X7T6; A0A0H2X757; Q4UZF6
GO:0035438,cyclic-di-GMP binding,"Interacting selectively and non-covalently with cyclic-di-GMP, cyclic dimeric guanosine monophosphate.",0.25,0.144742966477657,0.262593797107006,4,1/134,Q4UZF6
GO:0000976,transcription regulatory region sequence-specific DNA binding,"Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon.",1,0.0606053141091176,0.147948266795787,1,1/134,Q4UZF6
GO:0045893,"positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",0.333333333333333,0.11756318786995,0.228251335513586,3,1/134,Q4UZF6
GO:0005576,extracellular region,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.,0.111111111111111,0.268668015516953,0.405444459780129,9,1/134,A0A0H2X9H9
GO:0004252,serine-type endopeptidase activity,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).",0.0384615384615385,0.571072373437892,0.677128671362071,26,1/134,A0A0H2X9B2
GO:0015293,symporter activity,Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy.,0.166666666666667,0.196634312124521,0.324789013061398,6,1/134,Q4UYH8
GO:0006835,dicarboxylic acid transport,"The directed movement of dicarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",1,0.0606053141091176,0.147948266795787,1,1/134,Q4UYH8
