#Term,Database,ID,Input number,Background number,P-Value,Corrected P-Value,Input,Hyperlink,ORF
Flagellar assembly,KEGG PATHWAY,xcb02040,4,34,0.0258671433621,0.0893592225235,A0A0H2X9H9|A0A0H2X7H0|A0A0H2X7X9|A0A0H2XD14,http://www.genome.jp/kegg-bin/show_pathway?xcb02040/xcb:XC_3724%09red/xcb:XC_2297%09red/xcb:XC_2245%09red/xcb:XC_2231%09red,
Vancomycin resistance,KEGG PATHWAY,xcb01502,2,8,0.0342587992842,0.108486197733,A0A0H2XBH1|A0A0H2XA24,http://www.genome.jp/kegg-bin/show_pathway?xcb01502/xcb:XC_3111%09red/xcb:XC_3873%09red,
Lysine degradation,KEGG PATHWAY,xcb00310,2,9,0.0410633851328,0.11227717643,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00310/xcb:XC_2943%09red/xcb:XC_0204%09red,
"Alanine, aspartate and glutamate metabolism",KEGG PATHWAY,xcb00250,3,23,0.0413652755269,0.11227717643,A0A0H2X461|A0A0H2X886|A0A0H2X6K8,http://www.genome.jp/kegg-bin/show_pathway?xcb00250/xcb:XC_1770%09red/xcb:XC_0194%09red/xcb:XC_1768%09red,
Plant-pathogen interaction,KEGG PATHWAY,xcb04626,2,11,0.0560164097649,0.141908238071,A0A0H2X9H9|A0A0H2X4B5,http://www.genome.jp/kegg-bin/show_pathway?xcb04626/xcb:XC_2245%09red/xcb:XC_0828%09red,
Fatty acid degradation,KEGG PATHWAY,xcb00071,2,12,0.0641000585588,0.152237639077,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00071/xcb:XC_2943%09red/xcb:XC_0204%09red,
Terpenoid backbone biosynthesis,KEGG PATHWAY,xcb00900,2,13,0.0725477923,0.162165653377,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00900/xcb:XC_2943%09red/xcb:XC_0204%09red,
beta-Lactam resistance,KEGG PATHWAY,xcb01501,2,15,0.0904220663152,0.190891028888,A0A0H2X5C1|A0A0H2X4B5,http://www.genome.jp/kegg-bin/show_pathway?xcb01501/xcb:XC_1235%09red/xcb:XC_0828%09red,
ABC transporters,KEGG PATHWAY,xcb02010,4,56,0.104066150726,0.208132301452,A0A0H2XCB8|A0A0H2XDZ8|A0A0H2XAJ0|A0A0H2X8M0,http://www.genome.jp/kegg-bin/show_pathway?xcb02010/xcb:XC_2708%09red/xcb:XC_2707%09red/xcb:XC_4059%09red/xcb:XC_4058%09red,
Folate biosynthesis,KEGG PATHWAY,xcb00790,2,18,0.119289889366,0.213734149178,A0A0H2XE06|A0A0H2X624,http://www.genome.jp/kegg-bin/show_pathway?xcb00790/xcb:XC_1519%09red/xcb:XC_4131%09red,
Tryptophan metabolism,KEGG PATHWAY,xcb00380,2,18,0.119289889366,0.213734149178,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00380/xcb:XC_2943%09red/xcb:XC_0204%09red,
Benzoate degradation,KEGG PATHWAY,xcb00362,2,19,0.129365406081,0.213734149178,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00362/xcb:XC_2943%09red/xcb:XC_0204%09red,
Propanoate metabolism,KEGG PATHWAY,xcb00640,2,19,0.129365406081,0.213734149178,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00640/xcb:XC_2943%09red/xcb:XC_0204%09red,
"Valine, leucine and isoleucine degradation",KEGG PATHWAY,xcb00280,2,20,0.139630987859,0.221082397443,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00280/xcb:XC_2943%09red/xcb:XC_0204%09red,
Microbial metabolism in diverse environments,KEGG PATHWAY,xcb01120,9,192,0.147089509876,0.223576055012,A0A0H2XE06|A0A0H2X624|A0A0H2X6K8|A0A0H2XEH1|A0A0H2X886|A0A0H2XB54|A0A0H2X461|A0A0H2X8L9|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01120/xcb:XC_2943%09red/xcb:XC_4326%09red/xcb:XC_2564%09red/xcb:XC_0194%09red/xcb:XC_1770%09red/xcb:XC_0204%09red/xcb:XC_1519%09red/xcb:XC_4131%09red/xcb:XC_1768%09red,
Butanoate metabolism,KEGG PATHWAY,xcb00650,2,24,0.182204978113,0.266299583396,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00650/xcb:XC_2943%09red/xcb:XC_0204%09red,
Fatty acid metabolism,KEGG PATHWAY,xcb01212,2,28,0.226378046708,0.318606139812,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01212/xcb:XC_2943%09red/xcb:XC_0204%09red,
Pyruvate metabolism,KEGG PATHWAY,xcb00620,2,33,0.282463889057,0.383343849434,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb00620/xcb:XC_2943%09red/xcb:XC_0204%09red,
Sulfur metabolism,KEGG PATHWAY,xcb00920,1,19,0.456550506145,0.589382109126,A0A0H2X8L9,http://www.genome.jp/kegg-bin/show_pathway?xcb00920/xcb:XC_2564%09red,
Starch and sucrose metabolism,KEGG PATHWAY,xcb00500,2,50,0.465301665099,0.589382109126,A0A0H2X3T6|A0A0H2X4F1,http://www.genome.jp/kegg-bin/show_pathway?xcb00500/xcb:XC_1005%09red/xcb:XC_0626%09red,
Peptidoglycan biosynthesis,KEGG PATHWAY,xcb00550,1,22,0.504176258408,0.613351501401,A0A0H2XA24,http://www.genome.jp/kegg-bin/show_pathway?xcb00550/xcb:XC_3111%09red,
Metabolic pathways,KEGG PATHWAY,xcb01100,20,640,0.516506527496,0.613351501401,A0A0H2X8C7|A0A0H2XE06|A0A0H2X6N9|A0A0H2X6P0|A0A0H2XBI2|A0A0H2X8J5|A0A0H2X624|A0A0H2X5H7|A0A0H2X6K8|A0A0H2X5S8|A0A0H2X587|A0A0H2XBX9|A0A0H2X461|A0A0H2X886|A0A0H2XB54|A0A0H2X6M9|A0A0H2XDA2|A0A0H2X5J4|A0A0H2X8L9|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01100/xcb:XC_2943%09red/xcb:XC_1794%09red/xcb:XC_1300%09red/xcb:XC_2564%09red/xcb:XC_3763%09red/xcb:XC_1455%09red/xcb:XC_1885%09red/xcb:XC_0194%09red/xcb:XC_1454%09red/xcb:XC_1770%09red/xcb:XC_0204%09red/xcb:XC_3897%09red/xcb:XC_1519%09red/xcb:XC_1793%09red/xcb:XC_1792%09red/xcb:XC_3762%09red/xcb:XC_1884%09red/xcb:XC_4131%09red/xcb:XC_1768%09red/xcb:XC_1301%09red,
Porphyrin and chlorophyll metabolism,KEGG PATHWAY,xcb00860,1,30,0.611873332576,0.704581413269,A0A0H2XBX9,http://www.genome.jp/kegg-bin/show_pathway?xcb00860/xcb:XC_3897%09red,
Biosynthesis of amino acids,KEGG PATHWAY,xcb01230,3,110,0.665135239325,0.743386443952,A0A0H2X461|A0A0H2X886|A0A0H2X6K8,http://www.genome.jp/kegg-bin/show_pathway?xcb01230/xcb:XC_1770%09red/xcb:XC_0194%09red/xcb:XC_1768%09red,
Carbon metabolism,KEGG PATHWAY,xcb01200,2,96,0.799105640639,0.867600409837,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01200/xcb:XC_2943%09red/xcb:XC_0204%09red,
Bacterial secretion system,KEGG PATHWAY,xcb03070,1,63,0.859341456047,0.90708264805,A0A0H2X4B5,http://www.genome.jp/kegg-bin/show_pathway?xcb03070/xcb:XC_0828%09red,
Biosynthesis of antibiotics,KEGG PATHWAY,xcb01130,2,201,0.986414006598,0.991036116885,A0A0H2XB54|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01130/xcb:XC_2943%09red/xcb:XC_0204%09red,
Biosynthesis of secondary metabolites,KEGG PATHWAY,xcb01110,3,272,0.991036116885,0.991036116885,A0A0H2XB54|A0A0H2XBX9|A0A0H2X472,http://www.genome.jp/kegg-bin/show_pathway?xcb01110/xcb:XC_2943%09red/xcb:XC_3897%09red/xcb:XC_0204%09red,
