id,name,type
GENE_PDC5,Pyruvate_decarboxylase,gene
GENE_ADH1,Alcohol_dehydrogenase,gene
GENE_ADH2,Alcohol_dehydrogenase,gene
GENE_ADH3,Alcohol_dehydrogenase,gene
GENE_ADH4,Alcohol_dehydrogenase,gene
GENE_ADH5,Alcohol_dehydrogenase,gene
GENE_ALD1,Aldehyde_dehydrogenase,gene
GENE_ALD2,Aldehyde_dehydrogenase,gene
GENE_ALD3,Aldehyde_dehydrogenase,gene
GENE_ALD4,Aldehyde_dehydrogenase,gene
GENE_AAT1,Alcohol_acyltransferase,gene
GENE_AAT2,Alcohol_acyltransferase,gene
GENE_AAT3,Alcohol_acyltransferase,gene
GENE_AAT4,Alcohol_acyltransferase,gene
GENE_AAT5,Alcohol_acyltransferase,gene
GENE_AT1,Acyltransferase,gene
GENE_AT2,Acyltransferase,gene
GENE_AT3,Acyltransferase,gene
GENE_AT4,Acyltransferase,gene
GENE_ALS1,Acetolactate_synthase,gene
GENE_ALS2,Acetolactate_synthase,gene
GENE_ALS3,Acetolactate_synthase,gene
GENE_ALDC1,Aldehyde_dehydrogenase,gene
GENE_ALDC2,Aldehyde_dehydrogenase,gene
GENE_ALDC3,Aldehyde_dehydrogenase,gene
GENE_BDA1,Butanediol_dehydrogenase,gene
GENE_BDA2,Butanediol_dehydrogenase,gene
GENE_BDA3,Butanediol_dehydrogenase,gene
GENE_GalR1,Galactose_regulator,gene
GENE_GalR2,Galactose_regulator,gene
GENE_LysR1,Lysine_regulator,gene
GENE_LysR2,Lysine_regulator,gene
GENE_AdhR1,Alcohol_dehydrogenase_regulator,gene
GENE_AdhR2,Alcohol_dehydrogenase_regulator,gene
GENE_AcsR1,Acetyl_CoA_synthetase_regulator,gene
GENE_AcsR2,Acetyl_CoA_synthetase_regulator,gene
GENE_FadR1,Fatty_acid_degradation_regulator,gene
GENE_FadR2,Fatty_acid_degradation_regulator,gene
GENE_CRP1,Catabolite_repressor_protein,gene
GENE_CRP2,Catabolite_repressor_protein,gene
GENE_TF001,Transcription_factor,gene
GENE_TF002,Transcription_factor,gene
GENE_TF003,Transcription_factor,gene
GENE_TF004,Transcription_factor,gene
GENE_TF005,Transcription_factor,gene
GENE_TF006,Transcription_factor,gene
GENE_TF007,Transcription_factor,gene
GENE_TF008,Transcription_factor,gene
GENE_TF009,Transcription_factor,gene
GENE_TF010,Transcription_factor,gene
GENE_TF011,Transcription_factor,gene
GENE_TF012,Transcription_factor,gene
GENE_TF013,Transcription_factor,gene
GENE_TF014,Transcription_factor,gene
GENE_TF015,Transcription_factor,gene
GENE_TF016,Transcription_factor,gene
GENE_TF017,Transcription_factor,gene
GENE_TF018,Transcription_factor,gene
GENE_TF019,Transcription_factor,gene
GENE_TF020,Transcription_factor,gene
GENE_TF021,Transcription_factor,gene
GENE_TF022,Transcription_factor,gene
GENE_TF023,Transcription_factor,gene
GENE_TF024,Transcription_factor,gene
GENE_TF025,Transcription_factor,gene
GENE_TF026,Transcription_factor,gene
GENE_TF027,Transcription_factor,gene
GENE_TF028,Transcription_factor,gene
GENE_TF029,Transcription_factor,gene
GENE_TF030,Transcription_factor,gene
GENE_TF031,Transcription_factor,gene
GENE_TF032,Transcription_factor,gene
GENE_TF033,Transcription_factor,gene
GENE_TF034,Transcription_factor,gene
GENE_TF035,Transcription_factor,gene
GENE_TF036,Transcription_factor,gene
GENE_TF037,Transcription_factor,gene
GENE_TF038,Transcription_factor,gene
GENE_TF039,Transcription_factor,gene
GENE_TF040,Transcription_factor,gene
GENE_TF041,Transcription_factor,gene
GENE_TF042,Transcription_factor,gene
GENE_TF043,Transcription_factor,gene
GENE_TF044,Transcription_factor,gene
GENE_TF045,Transcription_factor,gene
GENE_TF046,Transcription_factor,gene
GENE_TF047,Transcription_factor,gene
GENE_TF048,Transcription_factor,gene
GENE_TF049,Transcription_factor,gene
GENE_TF050,Transcription_factor,gene
GENE_LDH1,Lactate_dehydrogenase,gene
GENE_LDH2,Lactate_dehydrogenase,gene
GENE_LDH3,Lactate_dehydrogenase,gene
GENE_LDH4,Lactate_dehydrogenase,gene
GENE_ACS1,Citrate_synthase,gene
GENE_ACS2,Citrate_synthase,gene
GENE_ACS3,Citrate_synthase,gene
GENE_PTA1,Phosphotransacetylase,gene
GENE_PTA2,Phosphotransacetylase,gene
GENE_PTA3,Phosphotransacetylase,gene
GENE_ACK1,Acetate_kinase,gene
GENE_ACK2,Acetate_kinase,gene
GENE_ACK3,Acetate_kinase,gene
GENE_FAS1,Fatty_acid_synthase,gene
GENE_FAS2,Fatty_acid_synthase,gene
GENE_FAS3,Fatty_acid_synthase,gene
GENE_FAD1,Fatty_acid_degradation,gene
GENE_FAD2,Fatty_acid_degradation,gene
GENE_FAD3,Fatty_acid_degradation,gene
GENE_LOX1,Lipoxygenase,gene
GENE_LOX2,Lipoxygenase,gene
GENE_LOX3,Lipoxygenase,gene
GENE_PROT001,Protease,gene
GENE_PROT002,Protease,gene
GENE_PROT003,Protease,gene
GENE_PROT004,Protease,gene
GENE_PROT005,Protease,gene
GENE_PROT006,Protease,gene
GENE_PROT007,Protease,gene
GENE_PROT008,Protease,gene
GENE_PROT009,Protease,gene
GENE_PROT010,Protease,gene
GENE_PROT011,Protease,gene
GENE_PROT012,Protease,gene
GENE_PROT013,Protease,gene
GENE_PROT014,Protease,gene
GENE_PROT015,Protease,gene
GENE_PROT016,Protease,gene
GENE_PROT017,Protease,gene
GENE_PROT018,Protease,gene
GENE_PROT019,Protease,gene
GENE_PROT020,Protease,gene
GENE_PROT021,Protease,gene
GENE_PROT022,Protease,gene
GENE_PROT023,Protease,gene
GENE_PROT024,Protease,gene
GENE_PROT025,Protease,gene
GENE_PROT026,Protease,gene
GENE_PROT027,Protease,gene
GENE_PROT028,Protease,gene
GENE_PROT029,Protease,gene
GENE_PROT030,Protease,gene
GENE_PROT031,Protease,gene
GENE_PROT032,Protease,gene
GENE_PROT033,Protease,gene
GENE_PROT034,Protease,gene
GENE_PROT035,Protease,gene
GENE_PROT036,Protease,gene
GENE_PROT037,Protease,gene
GENE_PROT038,Protease,gene
GENE_PROT039,Protease,gene
GENE_PROT040,Protease,gene
GENE_PROT041,Protease,gene
GENE_PROT042,Protease,gene
GENE_PROT043,Protease,gene
GENE_PROT044,Protease,gene
GENE_PROT045,Protease,gene
GENE_PROT046,Protease,gene
GENE_PROT047,Protease,gene
GENE_PROT048,Protease,gene
GENE_PROT049,Protease,gene
GENE_PROT050,Protease,gene
GENE_AMY001,Amylase,gene
GENE_AMY002,Amylase,gene
GENE_AMY003,Amylase,gene
GENE_AMY004,Amylase,gene
GENE_AMY005,Amylase,gene
GENE_AMY006,Amylase,gene
GENE_AMY007,Amylase,gene
GENE_AMY008,Amylase,gene
GENE_AMY009,Amylase,gene
GENE_AMY010,Amylase,gene
GENE_AMY011,Amylase,gene
GENE_AMY012,Amylase,gene
GENE_AMY013,Amylase,gene
GENE_AMY014,Amylase,gene
GENE_AMY015,Amylase,gene
GENE_AMY016,Amylase,gene
GENE_AMY017,Amylase,gene
GENE_AMY018,Amylase,gene
GENE_AMY019,Amylase,gene
GENE_AMY020,Amylase,gene
GENE_AMY021,Amylase,gene
GENE_AMY022,Amylase,gene
GENE_AMY023,Amylase,gene
GENE_AMY024,Amylase,gene
GENE_AMY025,Amylase,gene
GENE_AMY026,Amylase,gene
GENE_AMY027,Amylase,gene
GENE_AMY028,Amylase,gene
GENE_AMY029,Amylase,gene
GENE_AMY030,Amylase,gene
GENE_LIP001,Lipase,gene
GENE_LIP002,Lipase,gene
GENE_LIP003,Lipase,gene
GENE_LIP004,Lipase,gene
GENE_LIP005,Lipase,gene
GENE_LIP006,Lipase,gene
GENE_LIP007,Lipase,gene
GENE_LIP008,Lipase,gene
GENE_LIP009,Lipase,gene
GENE_LIP010,Lipase,gene
GENE_LIP011,Lipase,gene
GENE_LIP012,Lipase,gene
GENE_LIP013,Lipase,gene
GENE_LIP014,Lipase,gene
GENE_LIP015,Lipase,gene
GENE_LIP016,Lipase,gene
GENE_LIP017,Lipase,gene
GENE_LIP018,Lipase,gene
GENE_LIP019,Lipase,gene
GENE_LIP020,Lipase,gene
GENE_LIP021,Lipase,gene
GENE_LIP022,Lipase,gene
GENE_LIP023,Lipase,gene
GENE_LIP024,Lipase,gene
GENE_LIP025,Lipase,gene
GENE_LIP026,Lipase,gene
GENE_LIP027,Lipase,gene
GENE_LIP028,Lipase,gene
GENE_LIP029,Lipase,gene
GENE_LIP030,Lipase,gene
GENE_MISC001,Miscellaneous_gene,gene
GENE_MISC002,Miscellaneous_gene,gene
GENE_MISC003,Miscellaneous_gene,gene
GENE_MISC004,Miscellaneous_gene,gene
GENE_MISC005,Miscellaneous_gene,gene
GENE_MISC006,Miscellaneous_gene,gene
GENE_MISC007,Miscellaneous_gene,gene
GENE_MISC008,Miscellaneous_gene,gene
GENE_MISC009,Miscellaneous_gene,gene
GENE_MISC010,Miscellaneous_gene,gene
GENE_MISC011,Miscellaneous_gene,gene
GENE_MISC012,Miscellaneous_gene,gene
GENE_MISC013,Miscellaneous_gene,gene
GENE_MISC014,Miscellaneous_gene,gene
GENE_MISC015,Miscellaneous_gene,gene
GENE_MISC016,Miscellaneous_gene,gene
GENE_MISC017,Miscellaneous_gene,gene
GENE_MISC018,Miscellaneous_gene,gene
GENE_MISC019,Miscellaneous_gene,gene
GENE_MISC020,Miscellaneous_gene,gene
GENE_MISC021,Miscellaneous_gene,gene
GENE_MISC022,Miscellaneous_gene,gene
GENE_MISC023,Miscellaneous_gene,gene
GENE_MISC024,Miscellaneous_gene,gene
GENE_MISC025,Miscellaneous_gene,gene
GENE_MISC026,Miscellaneous_gene,gene
GENE_MISC027,Miscellaneous_gene,gene
GENE_MISC028,Miscellaneous_gene,gene
GENE_MISC029,Miscellaneous_gene,gene
GENE_MISC030,Miscellaneous_gene,gene
GENE_MISC031,Miscellaneous_gene,gene
GENE_MISC032,Miscellaneous_gene,gene
GENE_MISC033,Miscellaneous_gene,gene
GENE_MISC034,Miscellaneous_gene,gene
GENE_MISC035,Miscellaneous_gene,gene
GENE_MISC036,Miscellaneous_gene,gene
GENE_MISC037,Miscellaneous_gene,gene
GENE_MISC038,Miscellaneous_gene,gene
GENE_MISC039,Miscellaneous_gene,gene
GENE_MISC040,Miscellaneous_gene,gene
GENE_MISC041,Miscellaneous_gene,gene
GENE_MISC042,Miscellaneous_gene,gene
GENE_MISC043,Miscellaneous_gene,gene
GENE_MISC044,Miscellaneous_gene,gene
GENE_MISC045,Miscellaneous_gene,gene
GENE_MISC046,Miscellaneous_gene,gene
GENE_MISC047,Miscellaneous_gene,gene
GENE_MISC048,Miscellaneous_gene,gene
GENE_MISC049,Miscellaneous_gene,gene
GENE_MISC050,Miscellaneous_gene,gene
sRNA_ManS1,Mannose_metabolism_sRNA,smallRNA
sRNA_ManS2,Mannose_metabolism_sRNA,smallRNA
sRNA_ManS3,Mannose_metabolism_sRNA,smallRNA
sRNA_FadZ1,Fatty_acid_degradation_sRNA,smallRNA
sRNA_FadZ2,Fatty_acid_degradation_sRNA,smallRNA
sRNA_FadZ3,Fatty_acid_degradation_sRNA,smallRNA
sRNA_UhpU1,UhpT_regulatory_sRNA,smallRNA
sRNA_UhpU2,UhpT_regulatory_sRNA,smallRNA
sRNA_UhpU3,UhpT_regulatory_sRNA,smallRNA
sRNA_GadY1,GadY_regulatory_sRNA,smallRNA
sRNA_GadY2,GadY_regulatory_sRNA,smallRNA
sRNA_GadY3,GadY_regulatory_sRNA,smallRNA
sRNA_Sly001,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly002,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly003,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly004,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly005,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly006,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly007,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly008,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly009,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly010,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly011,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly012,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly013,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly014,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Sly015,Solanum_lycopersicum_sRNA,smallRNA
sRNA_Vvi001,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi002,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi003,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi004,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi005,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi006,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi007,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi008,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi009,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi010,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi011,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi012,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi013,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi014,Vitis_vinifera_sRNA,smallRNA
sRNA_Vvi015,Vitis_vinifera_sRNA,smallRNA
sRNA_Bac001,Bacillus_sRNA,smallRNA
sRNA_Bac002,Bacillus_sRNA,smallRNA
sRNA_Bac003,Bacillus_sRNA,smallRNA
sRNA_Bac004,Bacillus_sRNA,smallRNA
sRNA_Bac005,Bacillus_sRNA,smallRNA
sRNA_Bac006,Bacillus_sRNA,smallRNA
sRNA_Bac007,Bacillus_sRNA,smallRNA
sRNA_Bac008,Bacillus_sRNA,smallRNA
sRNA_Bac009,Bacillus_sRNA,smallRNA
sRNA_Bac010,Bacillus_sRNA,smallRNA
sRNA_Bac011,Bacillus_sRNA,smallRNA
sRNA_Bac012,Bacillus_sRNA,smallRNA
sRNA_Bac013,Bacillus_sRNA,smallRNA
sRNA_Bac014,Bacillus_sRNA,smallRNA
sRNA_Bac015,Bacillus_sRNA,smallRNA
sRNA_Other001,Other_sRNA,smallRNA
sRNA_Other002,Other_sRNA,smallRNA
sRNA_Other003,Other_sRNA,smallRNA
sRNA_Other004,Other_sRNA,smallRNA
sRNA_Other005,Other_sRNA,smallRNA
sRNA_Other006,Other_sRNA,smallRNA
sRNA_Other007,Other_sRNA,smallRNA
sRNA_Other008,Other_sRNA,smallRNA
sRNA_Other009,Other_sRNA,smallRNA
sRNA_Other010,Other_sRNA,smallRNA
sRNA_Other011,Other_sRNA,smallRNA
sRNA_Other012,Other_sRNA,smallRNA
sRNA_Other013,Other_sRNA,smallRNA
sRNA_Other014,Other_sRNA,smallRNA
sRNA_Other015,Other_sRNA,smallRNA
PRO_HXK1,Hexokinase_protein,protein
PRO_HXK2,Hexokinase_protein,protein
PRO_HXK3,Hexokinase_protein,protein
PRO_HXK4,Hexokinase_protein,protein
PRO_HXK5,Hexokinase_protein,protein
PRO_PFK1,Phosphofructokinase_protein,protein
PRO_PFK2,Phosphofructokinase_protein,protein
PRO_PFK3,Phosphofructokinase_protein,protein
PRO_PFK4,Phosphofructokinase_protein,protein
PRO_PGK1,Phosphoglycerate_kinase_protein,protein
PRO_PGK2,Phosphoglycerate_kinase_protein,protein
PRO_PGK3,Phosphoglycerate_kinase_protein,protein
PRO_PGK4,Phosphoglycerate_kinase_protein,protein
PRO_ENO1,Enolase_protein,protein
PRO_ENO2,Enolase_protein,protein
PRO_ENO3,Enolase_protein,protein
PRO_ENO4,Enolase_protein,protein
PRO_PYK1,Pyruvate_kinase_protein,protein
PRO_PYK2,Pyruvate_kinase_protein,protein
PRO_PYK3,Pyruvate_kinase_protein,protein
PRO_PYK4,Pyruvate_kinase_protein,protein
PRO_CS1,Citrate_synthase_protein,protein
PRO_CS2,Citrate_synthase_protein,protein
PRO_CS3,Citrate_synthase_protein,protein
PRO_ACO1,Aconitase_protein,protein
PRO_ACO2,Aconitase_protein,protein
PRO_ACO3,Aconitase_protein,protein
PRO_IDH1,Isocitrate_dehydrogenase_protein,protein
PRO_IDH2,Isocitrate_dehydrogenase_protein,protein
PRO_IDH3,Isocitrate_dehydrogenase_protein,protein
PRO_IDH4,Isocitrate_dehydrogenase_protein,protein
PRO_KGD1,Alpha_ketoglutarate_dehydrogenase_protein,protein
PRO_KGD2,Alpha_ketoglutarate_dehydrogenase_protein,protein
PRO_KGD3,Alpha_ketoglutarate_dehydrogenase_protein,protein
PRO_SL1,Succinyl_CoA_synthetase_protein,protein
PRO_SL2,Succinyl_CoA_synthetase_protein,protein
PRO_SL3,Succinyl_CoA_synthetase_protein,protein
PRO_SD1,Succinate_dehydrogenase_protein,protein
PRO_SD2,Succinate_dehydrogenase_protein,protein
PRO_SD3,Succinate_dehydrogenase_protein,protein
PRO_SD4,Succinate_dehydrogenase_protein,protein
PRO_FH1,Fumarase_protein,protein
PRO_FH2,Fumarase_protein,protein
PRO_FH3,Fumarase_protein,protein
PRO_MDH1,Malate_dehydrogenase_protein,protein
PRO_MDH2,Malate_dehydrogenase_protein,protein
PRO_MDH3,Malate_dehydrogenase_protein,protein
PRO_MDH4,Malate_dehydrogenase_protein,protein
PRO_BCAT1,Branched_chain_amino_acid_transaminase_protein,protein
PRO_BCAT2,Branched_chain_amino_acid_transaminase_protein,protein
PRO_BCAT3,Branched_chain_amino_acid_transaminase_protein,protein
PRO_PDC1,Pyruvate_decarboxylase_protein,protein
PRO_PDC2,Pyruvate_decarboxylase_protein,protein
PRO_PDC3,Pyruvate_decarboxylase_protein,protein
PRO_PDC4,Pyruvate_decarboxylase_protein,protein
PRO_PDC5,Pyruvate_decarboxylase_protein,protein
PRO_ADH1,Alcohol_dehydrogenase_protein,protein
PRO_ADH2,Alcohol_dehydrogenase_protein,protein
PRO_ADH3,Alcohol_dehydrogenase_protein,protein
PRO_ADH4,Alcohol_dehydrogenase_protein,protein
PRO_ADH5,Alcohol_dehydrogenase_protein,protein
PRO_ALD1,Aldehyde_dehydrogenase_protein,protein
PRO_ALD2,Aldehyde_dehydrogenase_protein,protein
PRO_ALD3,Aldehyde_dehydrogenase_protein,protein
PRO_ALD4,Aldehyde_dehydrogenase_protein,protein
PRO_AAT1,Alcohol_acyltransferase_protein,protein
PRO_AAT2,Alcohol_acyltransferase_protein,protein
PRO_AAT3,Alcohol_acyltransferase_protein,protein
PRO_AAT4,Alcohol_acyltransferase_protein,protein
PRO_AAT5,Alcohol_acyltransferase_protein,protein
PRO_AT1,Acyltransferase_protein,protein
PRO_AT2,Acyltransferase_protein,protein
PRO_AT3,Acyltransferase_protein,protein
PRO_AT4,Acyltransferase_protein,protein
PRO_ALS1,Acetolactate_synthase_protein,protein
PRO_ALS2,Acetolactate_synthase_protein,protein
PRO_ALS3,Acetolactate_synthase_protein,protein
PRO_ALDC1,Aldehyde_dehydrogenase_protein,protein
PRO_ALDC2,Aldehyde_dehydrogenase_protein,protein
PRO_ALDC3,Aldehyde_dehydrogenase_protein,protein
PRO_BDA1,Butanediol_dehydrogenase_protein,protein
PRO_BDA2,Butanediol_dehydrogenase_protein,protein
PRO_BDA3,Butanediol_dehydrogenase_protein,protein
PRO_GalR1,Galactose_regulator_protein,protein
PRO_GalR2,Galactose_regulator_protein,protein
PRO_LysR1,Lysine_regulator_protein,protein
PRO_LysR2,Lysine_regulator_protein,protein
PRO_AdhR1,Alcohol_dehydrogenase_regulator_protein,protein
PRO_AdhR2,Alcohol_dehydrogenase_regulator_protein,protein
PRO_AcsR1,Acetyl_CoA_synthetase_regulator_protein,protein
PRO_AcsR2,Acetyl_CoA_synthetase_regulator_protein,protein
PRO_FadR1,Fatty_acid_degradation_regulator_protein,protein
PRO_FadR2,Fatty_acid_degradation_regulator_protein,protein
PRO_CRP1,Catabolite_repressor_protein_protein,protein
PRO_CRP2,Catabolite_repressor_protein_protein,protein
PRO_TF001,Transcription_factor_protein,protein
PRO_TF002,Transcription_factor_protein,protein
PRO_TF003,Transcription_factor_protein,protein
PRO_TF004,Transcription_factor_protein,protein
PRO_TF005,Transcription_factor_protein,protein
PRO_TF006,Transcription_factor_protein,protein
PRO_TF007,Transcription_factor_protein,protein
PRO_TF008,Transcription_factor_protein,protein
PRO_TF009,Transcription_factor_protein,protein
PRO_TF010,Transcription_factor_protein,protein
PRO_TF011,Transcription_factor_protein,protein
PRO_TF012,Transcription_factor_protein,protein
PRO_TF013,Transcription_factor_protein,protein
PRO_TF014,Transcription_factor_protein,protein
PRO_TF015,Transcription_factor_protein,protein
PRO_TF016,Transcription_factor_protein,protein
PRO_TF017,Transcription_factor_protein,protein
PRO_TF018,Transcription_factor_protein,protein
PRO_TF019,Transcription_factor_protein,protein
PRO_TF020,Transcription_factor_protein,protein
PRO_TF021,Transcription_factor_protein,protein
PRO_TF022,Transcription_factor_protein,protein
PRO_TF023,Transcription_factor_protein,protein
PRO_TF024,Transcription_factor_protein,protein
PRO_TF025,Transcription_factor_protein,protein
PRO_TF026,Transcription_factor_protein,protein
PRO_TF027,Transcription_factor_protein,protein
PRO_TF028,Transcription_factor_protein,protein
PRO_TF029,Transcription_factor_protein,protein
PRO_TF030,Transcription_factor_protein,protein
PRO_TF031,Transcription_factor_protein,protein
PRO_TF032,Transcription_factor_protein,protein
PRO_TF033,Transcription_factor_protein,protein
PRO_TF034,Transcription_factor_protein,protein
PRO_TF035,Transcription_factor_protein,protein
PRO_TF036,Transcription_factor_protein,protein
PRO_TF037,Transcription_factor_protein,protein
PRO_TF038,Transcription_factor_protein,protein
PRO_TF039,Transcription_factor_protein,protein
PRO_TF040,Transcription_factor_protein,protein
PRO_TF041,Transcription_factor_protein,protein
PRO_TF042,Transcription_factor_protein,protein
PRO_TF043,Transcription_factor_protein,protein
PRO_TF044,Transcription_factor_protein,protein
PRO_TF045,Transcription_factor_protein,protein
PRO_TF046,Transcription_factor_protein,protein
PRO_TF047,Transcription_factor_protein,protein
PRO_TF048,Transcription_factor_protein,protein
PRO_TF049,Transcription_factor_protein,protein
PRO_TF050,Transcription_factor_protein,protein
PRO_LDH1,Lactate_dehydrogenase_protein,protein
PRO_LDH2,Lactate_dehydrogenase_protein,protein
PRO_LDH3,Lactate_dehydrogenase_protein,protein
PRO_LDH4,Lactate_dehydrogenase_protein,protein
PRO_ACS1,Citrate_synthase_protein,protein
PRO_ACS2,Citrate_synthase_protein,protein
PRO_ACS3,Citrate_synthase_protein,protein
PRO_PTA1,Phosphotransacetylase_protein,protein
PRO_PTA2,Phosphotransacetylase_protein,protein
PRO_PTA3,Phosphotransacetylase_protein,protein
PRO_ACK1,Acetate_kinase_protein,protein
PRO_ACK2,Acetate_kinase_protein,protein
PRO_ACK3,Acetate_kinase_protein,protein
PRO_FAS1,Fatty_acid_synthase_protein,protein
PRO_FAS2,Fatty_acid_synthase_protein,protein
PRO_FAS3,Fatty_acid_synthase_protein,protein
PRO_FAD1,Fatty_acid_degradation_protein,protein
PRO_FAD2,Fatty_acid_degradation_protein,protein
PRO_FAD3,Fatty_acid_degradation_protein,protein
PRO_LOX1,Lipoxygenase_protein,protein
PRO_LOX2,Lipoxygenase_protein,protein
PRO_LOX3,Lipoxygenase_protein,protein
PRO_PROT001,Protease_protein,protein
PRO_PROT002,Protease_protein,protein
PRO_PROT003,Protease_protein,protein
PRO_PROT004,Protease_protein,protein
PRO_PROT005,Protease_protein,protein
PRO_PROT006,Protease_protein,protein
PRO_PROT007,Protease_protein,protein
PRO_PROT008,Protease_protein,protein
PRO_PROT009,Protease_protein,protein
PRO_PROT010,Protease_protein,protein
PRO_PROT011,Protease_protein,protein
PRO_PROT012,Protease_protein,protein
PRO_PROT013,Protease_protein,protein
PRO_PROT014,Protease_protein,protein
PRO_PROT015,Protease_protein,protein
PRO_PROT016,Protease_protein,protein
PRO_PROT017,Protease_protein,protein
PRO_PROT018,Protease_protein,protein
PRO_PROT019,Protease_protein,protein
PRO_PROT020,Protease_protein,protein
PRO_PROT021,Protease_protein,protein
PRO_PROT022,Protease_protein,protein
PRO_PROT023,Protease_protein,protein
PRO_PROT024,Protease_protein,protein
PRO_PROT025,Protease_protein,protein
PRO_PROT026,Protease_protein,protein
PRO_PROT027,Protease_protein,protein
PRO_PROT028,Protease_protein,protein
PRO_PROT029,Protease_protein,protein
PRO_PROT030,Protease_protein,protein
PRO_PROT031,Protease_protein,protein
PRO_PROT032,Protease_protein,protein
PRO_PROT033,Protease_protein,protein
PRO_PROT034,Protease_protein,protein
PRO_PROT035,Protease_protein,protein
PRO_PROT036,Protease_protein,protein
PRO_PROT037,Protease_protein,protein
PRO_PROT038,Protease_protein,protein
PRO_PROT039,Protease_protein,protein
PRO_PROT040,Protease_protein,protein
PRO_PROT041,Protease_protein,protein
PRO_PROT042,Protease_protein,protein
PRO_PROT043,Protease_protein,protein
PRO_PROT044,Protease_protein,protein
PRO_PROT045,Protease_protein,protein
PRO_PROT046,Protease_protein,protein
PRO_PROT047,Protease_protein,protein
