,T0.00h,T0.50h,T1.00h,T1.50h,T2.00h,T2.50h,T3.00h,T3.50h,T4.00h,T4.50h,T5.00h,T5.50h,T6.00h,T6.50h,T7.00h,T7.50h,T8.00h,T8.50h,T9.00h,T9.50h,T10.00h,T10.50h,T11.00h,T11.50h,T12.00h,T12.50h,T13.00h,T13.50h,T14.00h,T14.50h,T15.00h,T15.50h,T16.00h,T16.50h,T17.00h,T17.50h,T18.00h,T18.50h,T19.00h,T19.50h,T20.00h,T20.50h,T21.00h,T21.50h,T22.00h,T22.50h,T23.00h,T23.50h,T24.00h,T25.00h,T26.00h,T27.00h,T28.00h,T29.00h,T30.00h,T31.00h,T32.00h,T33.00h,T34.00h,T35.00h,T36.00h,T37.00h,T38.00h,T39.00h,T40.00h,T41.00h,T42.00h,T43.00h,T44.00h,T45.00h,T46.00h,T47.00h,T48.00h,T49.50h,T51.00h,T52.50h,T54.00h,T55.50h,T57.00h,T58.50h,T60.00h,T61.50h,T63.00h,T64.50h,T66.00h,T67.50h,T69.00h,T70.50h,T72.00h,T74.00h,T76.00h,T78.00h,T80.00h,T82.00h,T84.00h,T86.00h,T88.00h,T90.00h,T92.00h,T94.00h,T96.00h,T98.00h,T100.00h
GENE_PROT025,9.6800742217667,7.857162419791131,9.782789948106833,8.458183720730684,7.406900128881724,8.719429052222246,9.622444372176107,10.488139099734573,10.64634844869012,8.3324518074841,7.426898227354492,8.301100248991204,7.17283888011648,8.433637819582998,8.271119723177959,9.669240056525998,5.8332389110252585,7.758581544992922,7.76916026118743,10.270301277711523,7.261351448736385,9.014307643494963,8.550359031362076,10.081883608953603,9.497072206462365,8.876459652099745,7.9925803911790165,6.295627325821169,9.041021453032952,9.411625260611169,6.658477529580978,7.104625485144981,9.047879377135425,9.161401893061962,7.422454606118769,7.967214096555858,6.3163589509253715,10.518940434020932,7.0180824663625305,9.427016199612408,8.672193210589638,10.404295175818854,7.681890763254816,8.798010195581567,6.496900689586101,6.182925225031136,9.497728298153216,6.383656427148102,8.419473827629405,10.040368378483508,9.694340646171522,7.848841290449737,6.640646537283539,9.384170462429827,10.473162090107435,9.000737615945514,9.856386489052001,11.387676721266725,14.612751478832104,17.175692320122113,12.615050124937804,12.746337584366284,23.42669815372255,17.711321387407608,19.729673535578446,17.729059779022666,22.026140179239924,24.273811990389135,22.868198862516593,28.39745933339323,21.986862917434703,22.758870585413224,25.079664743140974,26.750725801972287,26.598867334313432,21.298191051850655,28.259709300152924,26.016451625906004,25.64346183120864,28.720706992667132,24.84814716308438,24.44073374266897,18.138521543418182,38.12981844121125,33.09497090564979,30.320322790477366,28.032980201652766,17.864982215663645,28.208188949025356,35.407064461565135,36.807197985420856,35.63011033884823,33.50231638278071,39.36942476645904,31.482092699086166,38.698697086938566,31.503943257366615,29.132601338182386,28.610549309333567,28.40767501952945,37.25906491047031,30.210938217261976,28.800736012569587
GENE_PROT026,23.04668537282183,24.367677358200385,22.5315224311379,26.174717419258318,15.629790754602322,23.9768984858765,21.374163892051058,17.01234351455641,18.409939236372217,27.131766804963615,24.057010052344243,24.616294012693192,25.133949635060898,17.501150061667243,22.783135815607054,25.593588293620307,20.64624813657054,26.463819338002295,19.954078568803006,22.3844299930272,23.283484596787538,24.46036273276267,21.024844791188123,25.309123463741045,23.38394762869097,16.571783525557198,28.026531212580423,18.816111290867976,28.298212230446016,21.453490725932806,20.839702736852942,23.28910143796255,19.670601912856192,15.757274776859763,21.612939648263463,23.20938688583797,27.041682692474495,18.046515913560583,23.885625142554346,21.630766183340725,22.08212424821782,25.17706255404325,20.287578317681596,22.525381988642557,25.565635538474012,25.366764494043338,17.951180158269576,19.95298607417874,21.499499612690506,24.65594685357944,21.145259069353013,22.245922017303407,26.094216930607228,20.857004354292307,26.828725294312434,16.681737352294764,20.678717223473775,17.47372632455107,22.357855708748858,24.448474774589123,21.441852068501216,20.409504733894394,17.491936481923087,27.51487033469652,21.899350121996346,20.48296359340407,27.123299335737027,20.812883775028833,18.972680590024417,19.632146686898302,19.147771018516476,18.459608647783057,19.68766426384885,29.932855201307007,18.183422425665864,17.055111926555483,22.88959960851621,21.722835356183758,24.148702938575354,20.146966804524883,19.110613980495607,27.489770951471048,16.661117952905215,23.161747042272246,24.248445878812394,24.68153537489416,20.97327977372734,17.859101254546996,26.9155918200444,20.504713007355093,27.01606640311421,23.186384670273483,20.37821398047295,23.270000792060248,25.76624279740816,22.243780710286494,19.542160133658964,16.081475164586926,20.574875849076037,24.635188774329933,18.64317616175486,24.218317749165,22.066162912490697
GENE_PROT027,45.869580250132174,51.73877215094598,36.580514412411475,33.43530654317211,38.52517609308488,37.77804262906294,44.1519411176906,38.27752978436352,33.06260787994871,29.753541500671627,41.41878918398704,39.49445922967826,41.517517518952886,30.266462692479635,44.65752275046366,25.554793882806322,37.85553568093835,24.137881174006043,29.481428928916873,40.81517365191802,36.77994382113963,29.68830766456771,29.49044101281908,32.103320222258716,33.69016792449155,36.7428205864714,28.50349309572107,22.9477014444991,30.64187678055635,27.582178903996873,23.580567552354974,30.27686323427191,27.75749276424536,29.67442851246398,24.3044037501838,29.80325293903034,22.054759710461383,23.821483665428318,25.93559154377694,33.59836234657772,29.468462277351914,30.311440117699988,31.319706177069875,39.385073047112094,25.46775353139408,30.3943032584615,28.57357205451534,28.22850867702358,30.787923791736773,22.342078279518994,21.631924591291288,24.033742342106933,21.88319029537324,23.133499741534077,26.749745083792956,19.747665293022646,19.93392819046603,21.051485292660434,19.462450205487567,14.116039419137485,17.766195628122723,21.100534549107355,22.862181179264674,15.291685411746482,15.028646805492457,17.97948942961532,12.129522561138076,16.179381457457772,12.62338925918411,20.258990832787028,14.644166051008847,20.35260561238675,18.755319893632738,14.202231353970564,12.922068864642075,14.645592534268525,14.550811129339595,15.248082739486438,12.564240985242455,15.520745511591175,14.252427544407938,12.779233100209183,11.823511466516425,12.656915432538192,11.23873724046726,12.718189919810186,12.575099696235696,12.71292820478187,15.252000282691178,11.60072277938845,13.37919497730086,11.824158811130324,10.843494701917088,10.873119473948874,10.810549438565795,11.203357971517542,9.08024525374557,8.16816824511605,11.354999225371639,11.595141242569204,11.234031390476078,10.228423366279724,11.033135485415071
GENE_PROT028,53.640770859852545,68.30491154171848,57.78494283899566,41.78844229071916,49.780355216594465,57.11033960385189,56.10339032838165,47.33397351257556,61.94886692546356,59.32006913812461,42.67842340079597,75.00282320038565,43.46420303653018,48.9306083440426,54.86271300140228,47.846078658172125,61.83880205456676,48.87165707969739,42.76514559245918,53.59296574727754,27.418954742166214,51.82341375758305,56.630237063779255,30.689022206969934,43.59642395265474,34.56617783084547,45.488462173846195,60.017361241322774,45.946758584293384,42.499325857110854,25.052629357437137,35.86826439504445,41.696437413777005,42.68240474745814,43.79336251295088,45.96015125622103,35.24059258539695,40.59845997434438,36.964061299935786,33.961723758358694,34.00283400471079,41.85985929466218,23.58355262435411,27.38000277729269,55.394517164162295,33.47114732300878,44.91491387295096,36.08644111777152,33.040416856346916,38.86240555588914,35.11085279093736,33.1139814676682,33.163856927604265,34.695580406370844,28.83379480805412,29.283091753868543,26.44891551582618,24.92621418603162,38.19960078020798,25.38584560526799,33.1980743607262,26.86682534481531,30.166977337790073,27.433933030963903,19.739925019517997,26.67201363829331,28.508132722893063,22.03835634604333,34.14423621260712,27.976263412731345,27.58769472839033,27.564236569268076,15.497000379613468,25.802064380152874,30.646963807021276,24.92956784313859,21.069494303830602,17.909491902381184,17.264482288811244,16.572553592621585,19.116095963109373,16.78004174423904,19.193218328663338,19.906291344471235,14.101567399333472,16.55984072751986,16.822146744777076,16.49704228921958,17.93847413348815,17.890211677565492,16.153802862973105,15.24932501667275,16.63376459841727,19.980454882637403,12.649948004841459,18.66169172750002,11.880983501434804,16.377029618145006,17.75777935816173,12.151765462610499,15.780555123412432,12.504041470960479,17.258120200901683
GENE_PROT029,7.214324214330395,9.684990680827235,10.830246081418199,9.981610461147492,10.568449958941605,7.8344832287092565,8.7976259463143,10.055794495131268,11.219153600442802,8.327740994600948,6.59746445774464,8.783204451703934,10.931012327966355,7.237371332058985,7.81686511855326,9.714697393276762,9.327552724425786,10.339146914895315,7.743097180166075,9.029946611854978,11.194512193350072,7.794116420099848,11.595663871266549,7.97278659969713,10.702121201794192,8.961627881042336,7.8624465705455195,8.785148618925737,10.268610630336475,9.482925079805518,11.085276088590152,11.537038615170657,7.808163972265659,7.703879505244695,7.634785156609651,8.212316774769528,11.064978511696209,10.290585382128839,8.716618282327568,9.47687549299196,11.492278867116834,12.209506256543975,9.86202254778166,5.706126909348411,9.91599239101949,10.823674863794636,9.812539056970548,10.527171037857052,10.00111084340509,7.734669588578384,8.230767225330695,9.035395043073603,11.009731454436627,8.402140127689874,10.141845480489994,11.377273646157523,15.106120050519069,13.37530216686942,10.797513755661077,17.324315134519154,22.285205063424947,19.8156192329352,16.65051335500608,16.596949167342622,17.739253749080525,28.013130417160767,21.244695559964484,20.807444387434575,23.262648201860657,23.353137709818732,31.094498430386178,21.872948531055048,31.066431259511315,27.72770145612536,33.075643463658714,35.54444101781522,29.767185634727507,28.594683168779532,30.891722503184294,30.679113944956526,23.7583219243001,39.54506881267551,33.69978881604873,27.15739471579712,22.947435447212666,21.871169451013483,37.83914398008562,31.0353588069231,32.13043785559786,37.364563824584806,32.39736319196017,38.28826811609063,36.14230035630936,35.40309393439807,27.55059062589474,31.783050842374497,39.693968878381426,32.813418010545604,43.32118240156705,49.76553293667754,40.55547612474006,45.31010212753613,41.122787294635856
GENE_PROT030,10.651453229842886,9.558721435135906,8.745356223951836,12.400115431307286,9.558514062803228,10.167391857819428,11.133414166409516,10.710736379052564,11.199067272735421,7.849916510373955,10.394018105884276,12.102869760792835,10.073592634197109,9.378286121119952,12.313929927485995,10.085816301237049,11.069353265032039,10.431263778767292,10.770575548310546,13.24265439191886,11.69534787588164,8.797248593393839,10.170106126074197,10.104621127030628,11.120865712581365,12.239589589958618,10.822715829193752,10.775253643687188,7.165773142613703,12.910524008869274,10.500054785662275,11.18916047692458,11.18534495391244,9.528440108608269,10.377196510361689,9.515733414548231,13.006310168911941,7.178215837576187,9.230999624962353,10.250910704177643,13.19076714326262,11.914888916840447,8.124708514732086,10.584648560801703,11.936724481727936,14.36926446153006,10.222348450880222,8.857589729969424,11.292123805572768,10.701339977453738,11.519840004594773,11.886870588526921,11.288187049185817,11.62467907448547,13.414038362373741,11.80817491798537,11.303259877555025,15.991606128734169,13.43272884488292,14.904387591533458,16.785388948791205,16.502814858366627,25.179885489792294,22.645832720540035,25.975699674914427,26.31240274952097,24.552534332258375,29.992864491606753,25.081342698880828,27.120195808396883,25.53258298782363,35.422509935592714,29.46602113413528,33.66812701239324,29.005686143812575,36.735547162852974,37.2185883185791,25.752112429060848,34.72953541563025,35.93257791733722,34.26204298043725,43.95556451185213,30.145565090833344,34.81765023491453,32.93509626658067,44.02019549419418,32.54933944956164,28.148785165307608,41.65995859076939,38.67994082427823,46.063322945426215,45.04644435770936,40.17496822752855,31.87767591549534,33.56066462028913,30.183030900806266,40.45041666348858,37.37821179731296,40.500906512190824,42.8553340000744,53.822171429453114,45.666733471747776,42.5599050842547
GENE_PROT031,22.042365177899157,23.586294208049523,29.21594561845024,34.648889393287476,36.94534509391136,28.038794087723335,22.229049003668973,33.52599389392165,28.721292336707595,34.43202602014019,31.665267596974093,26.562457618088253,31.143304175045124,37.257785488743345,30.733388930560203,26.820284099618195,24.43623236163737,28.679035664499413,30.795103550960803,37.301169039498404,27.986070774496312,42.040639324758196,27.638706825853596,47.34690953156373,44.830301301668186,36.941056667625624,27.67953438458931,37.07687034442932,35.83174278589122,31.31958582605141,41.15468644250071,35.21315001520353,36.55989062672059,40.481014974951435,38.91986535291464,57.006877320088854,40.79178062827933,48.27670818636369,47.24603609809459,49.71768769553548,51.33251215816713,55.77588271986644,52.333208267514344,53.13762437594124,52.966667297098745,52.514344627600344,47.27622763501983,55.40991441539154,59.152999207744,63.03441626312221,63.5010794372777,61.962767762169946,65.98546398766084,63.13215180963846,74.4022406477529,70.74179600347344,77.17420132009136,88.50017205709806,70.21223723916901,87.1480419675592,81.58098451896598,107.01598683437464,80.11607705150648,91.89419900764274,83.54751553902207,65.88725632988752,76.33544931093763,92.96470842119032,75.90790124684776,53.34939294059714,78.20255802141783,64.34054719353769,76.62482306379582,88.9142311182506,76.79649237775128,80.45733140038024,56.62139033989483,57.01257749780381,46.18660432399706,46.12921776550775,41.52305397810701,36.40643010754268,51.319296217026746,27.569600006779066,45.85680613064308,42.93648919979402,37.16504953288186,27.662786308548426,24.467362468647035,28.333895333793286,32.770969161064656,29.301922444736388,24.29460316056672,33.36244789976926,35.35573173879783,27.111416650866353,28.41885423548093,21.579633310659727,26.118525168631688,29.953402625769264,29.287185891740457,25.680765055598965,26.648772022355377
GENE_PROT032,27.03021219446079,25.117385258502246,29.534656093775634,27.49030171094663,21.522612716258273,24.748706995813876,24.935126911380653,24.616234586705048,28.091866119063365,22.792826361578705,35.39436766143461,30.06392020089475,29.700461631261394,20.551315660457696,16.721167498056168,22.562309109233578,24.536561000822612,22.67179172901146,21.148848837233263,16.78454402800986,20.1984642867953,21.40324595782629,20.334606792721114,20.091429969072568,18.912449656733205,26.524434834034725,23.25116279336515,23.770340899570304,21.40541329289912,16.268411451534025,22.352774280185518,23.934724125301212,24.110701506305542,21.31066359539527,19.28478044448091,19.073823247093372,20.34873157889129,14.084058803663549,20.2601162603762,16.965141560462868,24.112251674533983,17.11697508850488,18.260184881939455,17.943932484521163,15.58060900825878,18.391740824057575,17.91362600117035,19.45818654508587,18.508270755128965,16.836798360566444,14.088045392853521,13.887297569256019,19.296777986648806,15.364317542742075,19.52189933505825,12.81935978334476,19.07027297181091,12.09761226805621,12.932752130547433,14.503495327648833,15.367062884050858,14.47584767533491,9.211388395710166,11.613503689834399,10.349115678450973,9.747141913172808,12.06922450556022,8.136736204125167,13.48264391334349,12.834998647633205,14.13375166367601,9.410487865687141,9.436017812326657,12.507948835916197,12.366319230733572,12.457016461449456,11.912479827723217,10.284372946987997,9.09422080135636,10.644962813250743,8.791375287121282,9.396593373758359,8.572137591333762,9.2997899257075,10.437241248906675,8.206382403533494,7.8872381176521165,8.26899924601522,6.817708204512881,8.940081719844576,8.126367043194328,7.810052261411636,8.105356505549821,5.923417444416793,9.06603059368635,6.810052987994672,6.876153727145179,8.124628811399083,7.753979263139002,9.123762113425855,5.935685044287611,5.900650284110593,5.5774165433895435
GENE_PROT033,26.720590783728802,23.109572527506952,25.077793676084177,16.80302209207055,24.274554954498253,23.944388530976074,29.168953343568518,26.4354322257628,29.860949201691614,16.942799427697018,24.155904491886904,30.17115877118927,26.77820072363327,31.91870419693607,20.851891850589062,32.04121085622377,26.38001688157922,26.242351949449223,34.28021067209587,35.4741958850597,35.346009740025735,40.49074792292132,37.41877110104686,28.09723744428326,33.07743571533545,31.12310522252304,43.61617009047013,39.63903915932965,33.615782139844185,39.853519206648215,29.235355320607294,37.912006351220526,32.00479819853279,28.35800514539282,43.29635492446808,44.91277366722481,43.10796729131997,40.053179923025176,34.063828410023035,35.46407885398243,37.48571904103489,43.23368877424354,53.15522148194598,54.18705902501415,35.94483997964162,43.7020207700798,44.42889088868337,31.54588427222463,56.328806118323776,52.070971787195184,55.27834216341096,70.18358527900155,61.33297113327691,58.57235323080753,70.1773359189016,77.1155370774245,71.37701696599902,77.21852957471188,69.90042504362798,71.85539238896502,75.08065234922769,66.24910856870791,68.89093057981947,91.32717865677014,98.6444385369347,93.76026591686515,60.36010475692327,58.77969741171332,60.64268432438904,74.21512416572627,41.35373348695267,63.80274288241889,82.76177226355907,75.26999392186693,57.83630099877946,55.602061913864574,61.01731744832348,60.4241304843624,45.82622545067091,45.1073194783603,40.1390189073541,32.95902541672011,37.46083235756885,34.91831751123353,28.05397730634841,36.0892001342664,33.723418702186336,33.361751851374606,25.81573814251301,19.72454470689022,29.159798706637446,23.983919644454325,22.696147005458712,21.003833236225166,24.609749652381765,31.56426666618823,23.501506394606302,21.220925459756312,27.80574250184364,25.960677889167535,17.250528239325817,27.793265431634442,33.346512021922635
GENE_PROT034,41.49400957175373,23.18653287198817,50.02724714205804,26.517493725985204,41.837046576249406,44.63828414519647,43.168629458885455,47.74259550785836,44.09344096829823,48.34289785177611,36.853322295201444,34.65137819819081,34.6197689668478,43.53855924890372,32.26527292511939,39.766619678455186,30.38261281590878,30.13291059262323,40.15712657579593,35.92562073547504,22.539910018534698,28.746830968716075,20.030778094387564,30.427261525114968,30.580834553340797,29.29656508952788,36.84034194910512,32.767455157377356,41.810799341538164,32.61134230984502,32.3435562326069,30.754256487609446,28.054365438654997,26.105453397070008,27.60990675125659,27.51466827197111,27.62547734108165,30.374857177897994,28.677108672553768,25.05274857192887,23.90336802597791,27.49959453405642,22.67305002730202,24.397790339242754,23.747435462956776,34.841192438908394,20.456453286241985,22.0617876144738,22.725235002640744,22.659271926918365,27.412347866760626,22.48934119889667,18.382742096213924,27.341238750351078,22.966850106048785,23.056927745707867,23.37552582921386,17.050321418726504,20.524930435784373,22.674373691906588,17.934123267616187,20.398860658152184,20.73727084371691,14.72665728274412,15.674969022633912,11.993981385886485,18.567846446912192,22.672567681115115,15.59454803750493,16.640342783575218,19.443205021644523,17.29074322330822,13.991753957030111,19.704928547516335,16.163290831362918,14.842365213172764,14.733661609206914,16.08831281479925,13.164398688065814,17.585320994613763,16.612871874044508,13.747260079043976,13.620535246844037,11.587813089292302,11.809902457084418,10.664720626493372,12.270926664199225,12.588206134195651,9.360946668145738,13.31393359885788,10.305607485399493,12.373577926954656,12.853207452876159,13.500117884680934,12.949603967589074,13.686130711413407,12.136362201161363,10.942303736455418,9.794627276711628,10.231399463913924,12.819065168099417,9.888804648940482,10.07986247228021
GENE_PROT035,22.58656985804449,20.021617122905287,17.57987182881586,15.892095275301232,14.741430886794065,19.655505584374797,19.550115152399684,16.486500892234165,18.751865801783104,9.22976950111068,19.703245822347384,15.859315731811034,16.396359075831366,15.107923369730083,18.97447803797186,13.043223359932865,18.727039391598744,16.063329582962183,16.391605536726825,14.091297783276922,11.781339729193018,16.5175827317898,15.003305259389528,17.07065430544313,13.61193915717193,12.993828586933052,16.569920557041314,17.455588928789815,13.437195974182199,11.774892039062172,14.72758823383381,12.495692512051,14.007621782132823,12.2215033670047,15.533507491694703,11.143287671467792,13.207212320116884,11.297242095326336,11.555028518037895,11.201921482810285,13.126449601589282,13.307555377424011,12.545822117862029,11.274334822629184,11.582941553539293,12.74285665050332,12.668300998740829,6.565791880307365,10.454084686997067,10.326842740116518,11.531837037381345,10.176417194986135,11.172804558013471,8.294939774038578,10.091837159168609,10.822740275021202,7.292062016923289,12.662334755907496,10.646386185504197,8.876970952016265,7.638344141948733,8.348527034802569,8.535571592939485,8.837728528205158,9.989559489158733,7.449478828678108,8.56095770634881,6.264145228079365,7.175611423542706,7.959133438325036,8.189479083301514,6.484169842833333,6.7270808279550085,8.593477584383542,8.104557389269075,6.972132360448907,4.402986500899663,8.94444429274251,6.354949510902732,5.962945758088836,5.662332587465964,6.376885209559924,6.2773029111251795,6.666933076387629,4.943431971006414,5.386132499055617,7.260126208687831,5.667670676732376,5.264571819381317,4.555774662229695,5.607012988186597,5.915738899854471,5.701646957421031,4.769616245709673,5.153554149850788,6.027774810157947,5.517707344554228,4.140613269320536,2.8646901347693925,4.784039888871505,5.0712828909514895,3.748408610210509,4.429048028671119
GENE_PROT036,5.218688170184699,5.092634454956468,4.5665526348159835,5.001762956055986,3.8750025728989215,5.588365568821364,6.162534767877009,6.1711956392320095,4.637267815916754,3.3992838705543718,5.4472321792593945,6.208756041515504,3.9361967850585606,4.892957011591419,5.461336250296329,4.52950150254826,3.839770500609473,4.605191805045918,4.740967626936676,3.716919829587031,6.016583313443421,6.391634875721485,5.206421565519303,5.750628635090137,4.033347221742791,5.073361234036411,4.733333034742798,5.50343313201224,3.08569038923813,4.947020927208037,5.672032363356403,5.368643035253393,5.792163419680169,4.718193985144049,2.988265482476766,6.037840959433136,5.7736890009753,6.403174629486547,5.2411761912333565,5.507073287572374,6.994468208072351,3.7442501748652384,5.52920511853713,6.130252771427563,5.348726333654573,5.234995451786539,4.0299393301212225,6.324230243830524,6.014558813922223,6.180650848423969,5.166682156944003,4.934068233258306,5.178226732217523,6.504691372280682,4.981047144320837,6.335675070408482,5.069069580455862,4.516908752393126,3.56834995389245,5.62983598551339,5.780667940875933,4.2888811734747545,6.331725645661242,4.109397954369498,5.734262732643032,5.772395321428239,6.01784354840504,3.6511138432663235,6.012951318083163,5.070823453374001,4.918804352585009,5.824898775395448,5.9303896367890045,3.6372462883481624,4.180609945599622,6.1158476825007595,5.552752282839027,5.324755975138354,4.417066169484797,5.52464707712194,6.131179981111528,6.985670789548608,4.90805461921652,5.865389250818729,6.625640912684189,4.0570578331172475,6.582292002185527,5.339444248646974,5.241648827915814,4.762237780502748,4.900506721871924,4.604181652852697,4.44244909825038,5.533029364259878,6.048573021568918,4.368801030908994,4.64293659013366,5.382752976468952,4.316898474060686,5.373255666498868,4.973752982677946,3.9099113269474612,5.550140866611052
GENE_PROT037,58.948430128104015,63.51977799337766,63.3809270236929,61.339517398160154,49.42551540123034,62.100989884700596,54.68630577053443,47.26147914327638,61.79753169534721,52.55289743749471,59.146383776332776,63.72056471149476,47.91738937157242,56.005689539051936,39.78104475689834,66.40138721839344,42.49634791538933,48.69950451930115,62.656554252782385,49.78060534065211,41.8556219493526,55.847545607593695,55.05954741914069,44.6543554458944,44.9554140432516,45.110734039876284,46.253585948898966,33.809878259747904,45.43457585475882,58.5649343428502,39.56305767687209,41.25931796963768,36.7929126979667,48.32520812498282,51.69753329703572,51.00538385665471,34.85265358830036,45.61423675312133,51.02410616186477,44.73664607301017,44.08408072284019,37.831434223067745,41.627642332103385,47.286180801832835,41.43064625065119,31.7710974192524,36.05278199605059,45.26573562544616,39.78476320154373,37.86035279198895,33.445860994722466,42.158730374724755,43.855849299670275,40.97231338658286,41.12372780487063,31.40353986974019,30.143891036412356,31.255589054186196,31.622634969831797,37.523010787850275,35.66876532024954,32.2530168723789,23.042201603388758,21.54835806450152,29.40578475564562,31.61072869253507,27.15092027834403,34.816137283106954,22.304766198555352,21.469001041453055,23.253770881409356,22.7639679921402,27.05217950300341,22.98396074762341,18.445301947321653,26.67932776555899,16.97466233602575,18.9809753315631,16.785882955080854,22.452866032836027,21.981328258386743,27.049726727251524,23.4828140315204,24.701575770504462,20.847507459330174,16.787225471452032,19.742763495223414,20.78054811868348,20.797229810588966,17.156982006383465,19.469771215191383,15.337267996249595,14.79870399412415,14.381389101742515,17.078862386090343,13.81105208023134,15.493246249882613,18.545699852253673,13.641713395320116,14.736233970987781,15.93284718922383,16.172680153957607,14.280514662994639
GENE_PROT038,23.842788855458178,29.282012251180355,23.739405889853863,25.293810722411145,22.53203480270507,23.319329137486786,22.573206889192825,27.648598688946393,26.64567401590195,21.3836677205096,27.75145926527862,32.709192634637596,23.416766036575872,23.398098796859006,26.49617836100637,32.25171938119551,25.23095440882204,34.84914001197394,23.24349134817429,28.750417197277315,21.093658795265377,24.67119181370928,28.172822663044343,30.727129547557094,35.55911705013204,27.258487481551853,32.903804176797784,25.15179746995825,36.872745340214664,39.00304925831029,38.36214524552468,39.07803483341576,34.0012287591492,36.61083527812554,35.334104807550936,36.3354801331464,33.17473611053795,39.73007355983606,41.36248266635505,45.625071737982374,42.98773555210751,46.951660346217736,37.632838915506326,52.51209096518349,42.60130461775231,31.2714271404735,43.4102684405766,51.14723968390011,48.64973197606441,35.466710379207626,53.728918847348574,55.07785550096563,47.86369044193942,62.86728989260531,58.621911600532584,43.568559712446785,69.8487593838087,66.47572772439528,81.1612652122349,58.599983826229696,65.94753028714528,80.18358909513069,60.13161333300101,80.88499053108944,81.29436442018377,73.35102931031597,67.97858623040767,62.41778048346647,60.94490094420079,70.47585637683515,37.59512839642533,59.364427867407855,56.65996310121601,51.7224234426577,59.574002302641986,42.90807478159534,61.44037973893192,55.769159012205364,55.50586907615598,39.850518292353385,41.865244979145196,42.82634497884092,35.15217599774536,30.94726027584536,32.59695697484572,29.516450932458923,24.43021890484465,17.97777431453779,23.265227142323386,16.791106123650017,21.930836364428643,29.903895753969557,17.52386541021376,25.572093667784625,28.117780036247545,18.052663379154126,29.872746884257324,23.211174708331143,28.220599609321887,24.373676802125466,21.79113061345642,13.19524468421915,19.483692019070723
GENE_PROT039,16.73310497703711,14.53433183363353,15.48996408390154,20.050390716510428,12.441454444710562,15.658085449423709,11.357579337756894,14.691412224825484,16.533404165409635,17.125601890904896,17.433738645940295,17.10509689722432,17.69350483225103,16.53241996306116,13.968324707219278,12.088731380113119,15.526075705599702,16.754796665846154,20.553143744891102,17.246911154760017,17.213110208839943,19.01392481873181,17.488603592527177,20.74196650141403,24.34916068927855,25.33852877824112,19.665313191691926,20.70670139352755,24.803369941000838,19.95426597995376,22.90708396025659,17.574493774770268,20.58276301886734,25.831604478637537,20.035777608519876,22.471608836369175,17.862583439175125,31.05496702502612,28.993944325458262,25.59615239865325,27.361398829094743,27.513607525843575,32.03833313960775,24.990850007831785,30.721498827124613,32.841532361397384,34.13623087718293,19.489761389749216,27.39067963184185,26.549614006190946,33.32743110891774,23.613140970036127,24.321267405094098,48.11273630931674,40.93555794551838,39.274451626258944,41.77397658076761,41.45749641995324,47.62022092330457,38.16923120524141,43.9939387479423,44.76976400435892,36.79840383815036,52.27505245083117,41.00694465424056,50.56694777527853,44.405656868889515,53.90129982607639,36.11095756312289,35.3081333623735,35.795680487920876,41.37811466277749,48.77238871854655,47.11449926344206,23.720529458560883,35.762383037858434,16.886601917829143,34.37952201278133,33.71545420747071,26.936161469728415,25.746104898238627,24.13623945630619,19.812645340516042,22.552681016364954,19.357911615408355,21.73263196970494,17.91616398708941,15.24953207256749,13.016584245753078,11.725378769706705,18.905383964103898,14.380469746412203,15.956000441228252,19.017771084452107,13.623717500265037,13.403325955758536,14.448334256498343,14.769714197350776,18.839210649474495,18.11340030779269,16.0250553019426,17.840882483357074,14.260168055711237
GENE_PROT040,9.640492939584345,10.356361564876833,9.282821595838858,6.209494243280462,12.208040191352545,9.00607949520647,8.463348532126153,8.939311406982362,8.48218972355731,7.910526022854954,9.84929023964415,8.817047025235157,8.897000651724047,5.632443116315536,8.711615138270561,7.561659513969977,8.311286619616144,9.3376008128918,8.188089614539445,8.374721201872982,9.148624992867067,8.332825702055707,7.590465651645573,6.689308372058097,9.473270570972813,8.31931063024004,6.765038611518932,10.702990218076108,9.475231594858446,7.411047200376885,8.064825428953732,10.433464405690462,8.780683578247475,8.452056705532119,10.033421873388827,8.790979724262392,10.681357582803061,8.459726548481235,8.246447942057015,9.040429105104028,10.322902316422708,9.355501137692915,9.158050535424701,7.925835289219959,7.727083784150198,10.324387955669124,10.466511334355648,10.422890567960836,10.088037588922685,9.62198749506158,9.601281466123346,9.19869653752864,9.77829902965394,8.961590426360898,9.77450990072096,10.259166378323703,7.3166120807688095,10.500966656398505,8.939783625375107,10.990488975775875,10.736542062790743,7.623689346186857,9.01884401657504,6.494076270405528,8.495739774295162,9.499193432773303,10.163658471797834,9.11164079834606,9.616905157434497,8.067799733974084,8.992257874475477,8.21967928248088,9.4002014298731,10.897867084865648,8.94096708899395,7.163307827099045,9.283487711720372,9.972226626585737,7.776172914830242,10.697821035954732,8.21131833596161,7.989616756450765,6.6093441290193855,9.381589641245375,11.474472963678151,9.514087222934174,8.024857311381895,9.71221322324113,10.100621192834295,10.588014544362652,7.347434375070323,11.11880576785292,9.306713287303857,11.389527653492433,9.228449085197253,9.798171336496885,7.734778351703276,10.350177041432506,7.56124745022828,9.381561526921645,8.435595050035355,8.89880597590184,10.485966403032753
