fromNode,toNode,value,interaction_type,selfLoop,label,relationship
GO:0044267,GO:0044260,1,is_a,False,GO:0044267 is_a GO:0044260,is_a
GO:0016775,GO:0016772,1,is_a,False,GO:0016775 is_a GO:0016772,is_a
GO:0018106,GO:0006468,1,is_a,False,GO:0018106 is_a GO:0006468,is_a
GO:0018106,GO:0018202,1,is_a,False,GO:0018106 is_a GO:0018202,is_a
GO:0008144,GO:0005488,1,is_a,False,GO:0008144 is_a GO:0005488,is_a
GO:0018202,GO:0018193,1,is_a,False,GO:0018202 is_a GO:0018193,is_a
GO:0018193,GO:0006464,1,is_a,False,GO:0018193 is_a GO:0006464,is_a
GO:0032555,GO:0032553,1,is_a,False,GO:0032555 is_a GO:0032553,is_a
GO:0140299,GO:0003674,1,is_a,False,GO:0140299 is_a GO:0003674,is_a
GO:0023014,GO:0006468,1,is_a,False,GO:0023014 is_a GO:0006468,is_a
GO:0023014,GO:0007165,1,is_a,False,GO:0023014 is_a GO:0007165,is_a
GO:0006355,GO:0010468,1,is_a,False,GO:0006355 is_a GO:0010468,is_a
GO:0006355,GO:1903506,1,is_a,False,GO:0006355 is_a GO:1903506,is_a
GO:0006355,GO:2000112,1,is_a,False,GO:0006355 is_a GO:2000112,is_a
GO:0006355,GO:0006351,4,regulates,False,GO:0006355 regulates GO:0006351,regulates
GO:0010468,GO:0010467,4,regulates,False,GO:0010468 regulates GO:0010467,regulates
GO:0010468,GO:0060255,1,is_a,False,GO:0010468 is_a GO:0060255,is_a
GO:0032555,GO:0017076,1,is_a,False,GO:0032555 is_a GO:0017076,is_a
GO:1903506,GO:2001141,1,is_a,False,GO:1903506 is_a GO:2001141,is_a
GO:1903506,GO:0097659,4,regulates,False,GO:1903506 regulates GO:0097659,regulates
GO:2001141,GO:0010556,1,is_a,False,GO:2001141 is_a GO:0010556,is_a
GO:2001141,GO:0031326,1,is_a,False,GO:2001141 is_a GO:0031326,is_a
GO:2001141,GO:0032774,4,regulates,False,GO:2001141 regulates GO:0032774,regulates
GO:2001141,GO:0051252,1,is_a,False,GO:2001141 is_a GO:0051252,is_a
GO:0010556,GO:0009889,1,is_a,False,GO:0010556 is_a GO:0009889,is_a
GO:0010556,GO:0009059,4,regulates,False,GO:0010556 regulates GO:0009059,regulates
GO:0010556,GO:0060255,1,is_a,False,GO:0010556 is_a GO:0060255,is_a
GO:0009889,GO:0009058,4,regulates,False,GO:0009889 regulates GO:0009058,regulates
GO:0009889,GO:0019222,1,is_a,False,GO:0009889 is_a GO:0019222,is_a
GO:0031326,GO:0009889,1,is_a,False,GO:0031326 is_a GO:0009889,is_a
GO:0031326,GO:0044249,4,regulates,False,GO:0031326 regulates GO:0044249,regulates
GO:0031326,GO:0031323,1,is_a,False,GO:0031326 is_a GO:0031323,is_a
GO:2000112,GO:0010556,1,is_a,False,GO:2000112 is_a GO:0010556,is_a
GO:2000112,GO:0031326,1,is_a,False,GO:2000112 is_a GO:0031326,is_a
GO:0032553,GO:0097367,1,is_a,False,GO:0032553 is_a GO:0097367,is_a
GO:2000112,GO:0034645,4,regulates,False,GO:2000112 regulates GO:0034645,regulates
GO:0015031,GO:0015833,1,is_a,False,GO:0015031 is_a GO:0015833,is_a
GO:0015031,GO:0045184,1,is_a,False,GO:0015031 is_a GO:0045184,is_a
GO:0015833,GO:0042886,1,is_a,False,GO:0015833 is_a GO:0042886,is_a
GO:0015833,GO:0071702,1,is_a,False,GO:0015833 is_a GO:0071702,is_a
GO:0042886,GO:0071705,1,is_a,False,GO:0042886 is_a GO:0071705,is_a
GO:0071705,GO:0006810,1,is_a,False,GO:0071705 is_a GO:0006810,is_a
GO:0006810,GO:0051234,1,is_a,False,GO:0006810 is_a GO:0051234,is_a
GO:0032553,GO:0000166,1,is_a,False,GO:0032553 is_a GO:0000166,is_a
GO:0051234,GO:0051179,1,is_a,False,GO:0051234 is_a GO:0051179,is_a
GO:0051179,GO:0008150,1,is_a,False,GO:0051179 is_a GO:0008150,is_a
GO:0071702,GO:0006810,1,is_a,False,GO:0071702 is_a GO:0006810,is_a
GO:0045184,GO:0051234,1,is_a,False,GO:0045184 is_a GO:0051234,is_a
GO:0045184,GO:0008104,1,is_a,False,GO:0045184 is_a GO:0008104,is_a
GO:0008104,GO:0033036,1,is_a,False,GO:0008104 is_a GO:0033036,is_a
GO:0097367,GO:0005488,1,is_a,False,GO:0097367 is_a GO:0005488,is_a
GO:0033036,GO:0051179,1,is_a,False,GO:0033036 is_a GO:0051179,is_a
GO:0006417,GO:2000112,1,is_a,False,GO:0006417 is_a GO:2000112,is_a
GO:0006417,GO:0010608,1,is_a,False,GO:0006417 is_a GO:0010608,is_a
GO:0006417,GO:0032268,1,is_a,False,GO:0006417 is_a GO:0032268,is_a
GO:0006417,GO:0034248,1,is_a,False,GO:0006417 is_a GO:0034248,is_a
GO:0006417,GO:0006412,4,regulates,False,GO:0006417 regulates GO:0006412,regulates
GO:0010608,GO:0010468,1,is_a,False,GO:0010608 is_a GO:0010468,is_a
GO:0032268,GO:0044267,4,regulates,False,GO:0032268 regulates GO:0044267,regulates
GO:0032268,GO:0051246,1,is_a,False,GO:0032268 is_a GO:0051246,is_a
GO:0032268,GO:0031323,1,is_a,False,GO:0032268 is_a GO:0031323,is_a
GO:0051246,GO:0019538,4,regulates,False,GO:0051246 regulates GO:0019538,regulates
GO:0051246,GO:0051171,1,is_a,False,GO:0051246 is_a GO:0051171,is_a
GO:0051246,GO:0080090,1,is_a,False,GO:0051246 is_a GO:0080090,is_a
GO:0051246,GO:0060255,1,is_a,False,GO:0051246 is_a GO:0060255,is_a
GO:0034248,GO:0043603,4,regulates,False,GO:0034248 regulates GO:0043603,regulates
GO:0034248,GO:0031323,1,is_a,False,GO:0034248 is_a GO:0031323,is_a
GO:0034248,GO:0051171,1,is_a,False,GO:0034248 is_a GO:0051171,is_a
GO:0043603,GO:0034641,1,is_a,False,GO:0043603 is_a GO:0034641,is_a
GO:0006412,GO:0044267,1,is_a,False,GO:0006412 is_a GO:0044267,is_a
GO:0006412,GO:0043043,1,is_a,False,GO:0006412 is_a GO:0043043,is_a
GO:0006412,GO:0006414,3,has_part,False,GO:0006412 has_part GO:0006414,has_part
GO:0006412,GO:0034645,1,is_a,False,GO:0006412 is_a GO:0034645,is_a
GO:0006412,GO:0010467,2,part_of,False,GO:0006412 part_of GO:0010467,part_of
GO:0043043,GO:0006518,1,is_a,False,GO:0043043 is_a GO:0006518,is_a
GO:0043043,GO:0043604,1,is_a,False,GO:0043043 is_a GO:0043604,is_a
GO:0043043,GO:1901566,1,is_a,False,GO:0043043 is_a GO:1901566,is_a
GO:0006518,GO:1901564,1,is_a,False,GO:0006518 is_a GO:1901564,is_a
GO:0006518,GO:0043603,1,is_a,False,GO:0006518 is_a GO:0043603,is_a
GO:0035639,GO:0043168,1,is_a,False,GO:0035639 is_a GO:0043168,is_a
GO:0043604,GO:0043603,1,is_a,False,GO:0043604 is_a GO:0043603,is_a
GO:0043604,GO:0044271,1,is_a,False,GO:0043604 is_a GO:0044271,is_a
GO:1901566,GO:1901564,1,is_a,False,GO:1901566 is_a GO:1901564,is_a
GO:1901566,GO:1901576,1,is_a,False,GO:1901566 is_a GO:1901576,is_a
GO:0006414,GO:0006412,2,part_of,False,GO:0006414 part_of GO:0006412,part_of
GO:0006414,GO:0034645,1,is_a,False,GO:0006414 is_a GO:0034645,is_a
GO:0008276,GO:0140096,1,is_a,False,GO:0008276 is_a GO:0140096,is_a
GO:0008276,GO:0006479,2,part_of,False,GO:0008276 part_of GO:0006479,part_of
GO:0008276,GO:0008168,1,is_a,False,GO:0008276 is_a GO:0008168,is_a
GO:0006479,GO:0008213,1,is_a,False,GO:0006479 is_a GO:0008213,is_a
GO:0006479,GO:0043414,1,is_a,False,GO:0006479 is_a GO:0043414,is_a
GO:0008213,GO:0006464,1,is_a,False,GO:0008213 is_a GO:0006464,is_a
GO:0043414,GO:0043412,1,is_a,False,GO:0043414 is_a GO:0043412,is_a
GO:0043414,GO:0044260,1,is_a,False,GO:0043414 is_a GO:0044260,is_a
GO:0043414,GO:0032259,1,is_a,False,GO:0043414 is_a GO:0032259,is_a
GO:0035639,GO:1901265,1,is_a,False,GO:0035639 is_a GO:1901265,is_a
GO:0008270,GO:0046914,1,is_a,False,GO:0008270 is_a GO:0046914,is_a
GO:0046914,GO:0046872,1,is_a,False,GO:0046914 is_a GO:0046872,is_a
GO:0030288,GO:0042597,1,is_a,False,GO:0030288 is_a GO:0042597,is_a
GO:0030288,GO:0030313,2,part_of,False,GO:0030288 part_of GO:0030313,part_of
GO:0043168,GO:0043167,1,is_a,False,GO:0043168 is_a GO:0043167,is_a
GO:0042597,GO:0044464,1,is_a,False,GO:0042597 is_a GO:0044464,is_a
GO:0030313,GO:0005886,3,has_part,False,GO:0030313 has_part GO:0005886,has_part
GO:0030313,GO:0031975,1,is_a,False,GO:0030313 is_a GO:0031975,is_a
GO:0031975,GO:0044464,1,is_a,False,GO:0031975 is_a GO:0044464,is_a
GO:0016747,GO:0016746,1,is_a,False,GO:0016747 is_a GO:0016746,is_a
GO:0016746,GO:0016740,1,is_a,False,GO:0016746 is_a GO:0016740,is_a
GO:0005975,GO:0071704,1,is_a,False,GO:0005975 is_a GO:0071704,is_a
GO:0005975,GO:0044238,1,is_a,False,GO:0005975 is_a GO:0044238,is_a
GO:0016491,GO:0055114,2,part_of,False,GO:0016491 part_of GO:0055114,part_of
GO:0016491,GO:0003824,1,is_a,False,GO:0016491 is_a GO:0003824,is_a
GO:0055114,GO:0008152,1,is_a,False,GO:0055114 is_a GO:0008152,is_a
GO:0008237,GO:0070011,1,is_a,False,GO:0008237 is_a GO:0070011,is_a
GO:0070011,GO:0008233,1,is_a,False,GO:0070011 is_a GO:0008233,is_a
GO:0043167,GO:0005488,1,is_a,False,GO:0043167 is_a GO:0005488,is_a
GO:0008233,GO:0140096,1,is_a,False,GO:0008233 is_a GO:0140096,is_a
GO:0008233,GO:0006508,2,part_of,False,GO:0008233 part_of GO:0006508,part_of
GO:0008233,GO:0016787,1,is_a,False,GO:0008233 is_a GO:0016787,is_a
GO:0006508,GO:0019538,1,is_a,False,GO:0006508 is_a GO:0019538,is_a
GO:0006402,GO:0006401,1,is_a,False,GO:0006402 is_a GO:0006401,is_a
GO:0006402,GO:0010629,1,is_a,False,GO:0006402 is_a GO:0010629,is_a
GO:0006402,GO:0016071,1,is_a,False,GO:0006402 is_a GO:0016071,is_a
GO:0006401,GO:0034655,1,is_a,False,GO:0006401 is_a GO:0034655,is_a
GO:0006401,GO:0044265,1,is_a,False,GO:0006401 is_a GO:0044265,is_a
GO:0006401,GO:0016070,1,is_a,False,GO:0006401 is_a GO:0016070,is_a
GO:0034655,GO:0019439,1,is_a,False,GO:0034655 is_a GO:0019439,is_a
GO:0034655,GO:0044270,1,is_a,False,GO:0034655 is_a GO:0044270,is_a
GO:0034655,GO:0046700,1,is_a,False,GO:0034655 is_a GO:0046700,is_a
GO:0034655,GO:1901361,1,is_a,False,GO:0034655 is_a GO:1901361,is_a
GO:0034655,GO:0006139,1,is_a,False,GO:0034655 is_a GO:0006139,is_a
GO:0019439,GO:0044248,1,is_a,False,GO:0019439 is_a GO:0044248,is_a
GO:0019439,GO:0006725,1,is_a,False,GO:0019439 is_a GO:0006725,is_a
GO:0044248,GO:0009056,1,is_a,False,GO:0044248 is_a GO:0009056,is_a
GO:0044248,GO:0044237,1,is_a,False,GO:0044248 is_a GO:0044237,is_a
GO:0009056,GO:0008152,1,is_a,False,GO:0009056 is_a GO:0008152,is_a
GO:0044270,GO:0044248,1,is_a,False,GO:0044270 is_a GO:0044248,is_a
GO:0044270,GO:0034641,1,is_a,False,GO:0044270 is_a GO:0034641,is_a
GO:0046700,GO:0044248,1,is_a,False,GO:0046700 is_a GO:0044248,is_a
GO:0046700,GO:0046483,1,is_a,False,GO:0046700 is_a GO:0046483,is_a
GO:0016874,GO:0003824,1,is_a,False,GO:0016874 is_a GO:0003824,is_a
GO:1901361,GO:1901575,1,is_a,False,GO:1901361 is_a GO:1901575,is_a
GO:1901361,GO:1901360,1,is_a,False,GO:1901361 is_a GO:1901360,is_a
GO:1901575,GO:0009056,1,is_a,False,GO:1901575 is_a GO:0009056,is_a
GO:1901575,GO:0071704,1,is_a,False,GO:1901575 is_a GO:0071704,is_a
GO:0044265,GO:0044248,1,is_a,False,GO:0044265 is_a GO:0044248,is_a
GO:0044265,GO:0009057,1,is_a,False,GO:0044265 is_a GO:0009057,is_a
GO:0044265,GO:0044260,1,is_a,False,GO:0044265 is_a GO:0044260,is_a
GO:0009057,GO:1901575,1,is_a,False,GO:0009057 is_a GO:1901575,is_a
GO:0009057,GO:0043170,1,is_a,False,GO:0009057 is_a GO:0043170,is_a
GO:0010629,GO:0010468,1,is_a,False,GO:0010629 is_a GO:0010468,is_a
GO:0010629,GO:0010605,1,is_a,False,GO:0010629 is_a GO:0010605,is_a
GO:0010629,GO:0010467,6,negatively_regulates,False,GO:0010629 negatively_regulates GO:0010467,negatively_regulates
GO:0010605,GO:0009892,1,is_a,False,GO:0010605 is_a GO:0009892,is_a
GO:0010605,GO:0043170,6,negatively_regulates,False,GO:0010605 negatively_regulates GO:0043170,negatively_regulates
GO:0010605,GO:0060255,1,is_a,False,GO:0010605 is_a GO:0060255,is_a
GO:0009892,GO:0048519,1,is_a,False,GO:0009892 is_a GO:0048519,is_a
GO:0009892,GO:0008152,6,negatively_regulates,False,GO:0009892 negatively_regulates GO:0008152,negatively_regulates
GO:0009892,GO:0019222,1,is_a,False,GO:0009892 is_a GO:0019222,is_a
GO:0048519,GO:0008150,6,negatively_regulates,False,GO:0048519 negatively_regulates GO:0008150,negatively_regulates
GO:0048519,GO:0050789,1,is_a,False,GO:0048519 is_a GO:0050789,is_a
GO:0016071,GO:0016070,1,is_a,False,GO:0016071 is_a GO:0016070,is_a
GO:0071555,GO:0045229,1,is_a,False,GO:0071555 is_a GO:0045229,is_a
GO:0071555,GO:0071554,1,is_a,False,GO:0071555 is_a GO:0071554,is_a
GO:0045229,GO:0016043,1,is_a,False,GO:0045229 is_a GO:0016043,is_a
GO:0003824,GO:0003674,1,is_a,False,GO:0003824 is_a GO:0003674,is_a
GO:0016043,GO:0071840,1,is_a,False,GO:0016043 is_a GO:0071840,is_a
GO:0016043,GO:0009987,1,is_a,False,GO:0016043 is_a GO:0009987,is_a
GO:0071840,GO:0008150,1,is_a,False,GO:0071840 is_a GO:0008150,is_a
GO:0071554,GO:0009987,1,is_a,False,GO:0071554 is_a GO:0009987,is_a
GO:0005887,GO:0031226,1,is_a,False,GO:0005887 is_a GO:0031226,is_a
GO:0005887,GO:0016021,1,is_a,False,GO:0005887 is_a GO:0016021,is_a
GO:0031226,GO:0044459,1,is_a,False,GO:0031226 is_a GO:0044459,is_a
GO:0031226,GO:0031224,1,is_a,False,GO:0031226 is_a GO:0031224,is_a
GO:0044459,GO:0005886,2,part_of,False,GO:0044459 part_of GO:0005886,part_of
GO:0044459,GO:0044464,1,is_a,False,GO:0044459 is_a GO:0044464,is_a
GO:0044459,GO:0044425,1,is_a,False,GO:0044459 is_a GO:0044425,is_a
GO:0016887,GO:0017111,1,is_a,False,GO:0016887 is_a GO:0017111,is_a
GO:0017111,GO:0016462,1,is_a,False,GO:0017111 is_a GO:0016462,is_a
GO:0016462,GO:0016818,1,is_a,False,GO:0016462 is_a GO:0016818,is_a
GO:0046872,GO:0043169,1,is_a,False,GO:0046872 is_a GO:0043169,is_a
GO:0016818,GO:0016817,1,is_a,False,GO:0016818 is_a GO:0016817,is_a
GO:0016817,GO:0016787,1,is_a,False,GO:0016817 is_a GO:0016787,is_a
GO:0006950,GO:0050896,1,is_a,False,GO:0006950 is_a GO:0050896,is_a
GO:0008556,GO:0015079,1,is_a,False,GO:0008556 is_a GO:0015079,is_a
GO:0008556,GO:0015662,1,is_a,False,GO:0008556 is_a GO:0015662,is_a
GO:0008556,GO:0019829,1,is_a,False,GO:0008556 is_a GO:0019829,is_a
GO:0015079,GO:0015077,1,is_a,False,GO:0015079 is_a GO:0015077,is_a
GO:0015079,GO:0046873,1,is_a,False,GO:0015079 is_a GO:0046873,is_a
GO:0015079,GO:0071805,2,part_of,False,GO:0015079 part_of GO:0071805,part_of
GO:0015077,GO:0022890,1,is_a,False,GO:0015077 is_a GO:0022890,is_a
GO:0015077,GO:0015672,2,part_of,False,GO:0015077 part_of GO:0015672,part_of
GO:0022890,GO:0008324,1,is_a,False,GO:0022890 is_a GO:0008324,is_a
GO:0022890,GO:0015318,1,is_a,False,GO:0022890 is_a GO:0015318,is_a
GO:0008324,GO:0015075,1,is_a,False,GO:0008324 is_a GO:0015075,is_a
GO:0008324,GO:0098655,2,part_of,False,GO:0008324 part_of GO:0098655,part_of
GO:0015075,GO:0022857,1,is_a,False,GO:0015075 is_a GO:0022857,is_a
GO:0015075,GO:0034220,2,part_of,False,GO:0015075 part_of GO:0034220,part_of
GO:0022857,GO:0005215,1,is_a,False,GO:0022857 is_a GO:0005215,is_a
GO:0022857,GO:0055085,2,part_of,False,GO:0022857 part_of GO:0055085,part_of
GO:0043169,GO:0043167,1,is_a,False,GO:0043169 is_a GO:0043167,is_a
GO:0005215,GO:0003674,1,is_a,False,GO:0005215 is_a GO:0003674,is_a
GO:0055085,GO:0006810,1,is_a,False,GO:0055085 is_a GO:0006810,is_a
GO:0034220,GO:0055085,1,is_a,False,GO:0034220 is_a GO:0055085,is_a
GO:0034220,GO:0006811,1,is_a,False,GO:0034220 is_a GO:0006811,is_a
GO:0006811,GO:0006810,1,is_a,False,GO:0006811 is_a GO:0006810,is_a
GO:0098655,GO:0034220,1,is_a,False,GO:0098655 is_a GO:0034220,is_a
GO:0098655,GO:0006812,1,is_a,False,GO:0098655 is_a GO:0006812,is_a
GO:0006812,GO:0006811,1,is_a,False,GO:0006812 is_a GO:0006811,is_a
GO:0015318,GO:0022857,1,is_a,False,GO:0015318 is_a GO:0022857,is_a
GO:0015672,GO:0006812,1,is_a,False,GO:0015672 is_a GO:0006812,is_a
GO:0046873,GO:0022890,1,is_a,False,GO:0046873 is_a GO:0022890,is_a
GO:0046873,GO:0030001,2,part_of,False,GO:0046873 part_of GO:0030001,part_of
GO:0030001,GO:0006812,1,is_a,False,GO:0030001 is_a GO:0006812,is_a
GO:0071805,GO:0006813,1,is_a,False,GO:0071805 is_a GO:0006813,is_a
GO:0071805,GO:0098662,1,is_a,False,GO:0071805 is_a GO:0098662,is_a
GO:0005737,GO:0044424,1,is_a,False,GO:0005737 is_a GO:0044424,is_a
GO:0006813,GO:0015672,1,is_a,False,GO:0006813 is_a GO:0015672,is_a
GO:0006813,GO:0030001,1,is_a,False,GO:0006813 is_a GO:0030001,is_a
GO:0098662,GO:0098655,1,is_a,False,GO:0098662 is_a GO:0098655,is_a
GO:0098662,GO:0098660,1,is_a,False,GO:0098662 is_a GO:0098660,is_a
GO:0098660,GO:0034220,1,is_a,False,GO:0098660 is_a GO:0034220,is_a
GO:0015662,GO:0042625,1,is_a,False,GO:0015662 is_a GO:0042625,is_a
GO:0042625,GO:0022853,1,is_a,False,GO:0042625 is_a GO:0022853,is_a
GO:0042625,GO:0042626,1,is_a,False,GO:0042625 is_a GO:0042626,is_a
GO:0022853,GO:0015075,1,is_a,False,GO:0022853 is_a GO:0015075,is_a
GO:0022853,GO:0022804,1,is_a,False,GO:0022853 is_a GO:0022804,is_a
GO:0022804,GO:0022857,1,is_a,False,GO:0022804 is_a GO:0022857,is_a
GO:0005488,GO:0003674,1,is_a,False,GO:0005488 is_a GO:0003674,is_a
GO:0042626,GO:0016887,3,has_part,False,GO:0042626 has_part GO:0016887,has_part
GO:0042626,GO:0015399,1,is_a,False,GO:0042626 is_a GO:0015399,is_a
GO:0015399,GO:0022804,1,is_a,False,GO:0015399 is_a GO:0022804,is_a
GO:0019829,GO:0022890,1,is_a,False,GO:0019829 is_a GO:0022890,is_a
GO:0019829,GO:0042625,1,is_a,False,GO:0019829 is_a GO:0042625,is_a
GO:0044424,GO:0044464,1,is_a,False,GO:0044424 is_a GO:0044464,is_a
GO:0044424,GO:0005622,2,part_of,False,GO:0044424 part_of GO:0005622,part_of
GO:0045892,GO:0006355,1,is_a,False,GO:0045892 is_a GO:0006355,is_a
GO:0045892,GO:0010629,1,is_a,False,GO:0045892 is_a GO:0010629,is_a
GO:0045892,GO:1903507,1,is_a,False,GO:0045892 is_a GO:1903507,is_a
GO:0045892,GO:2000113,1,is_a,False,GO:0045892 is_a GO:2000113,is_a
GO:0045892,GO:0006351,6,negatively_regulates,False,GO:0045892 negatively_regulates GO:0006351,negatively_regulates
GO:1903507,GO:1903506,1,is_a,False,GO:1903507 is_a GO:1903506,is_a
GO:1903507,GO:1902679,1,is_a,False,GO:1903507 is_a GO:1902679,is_a
GO:1903507,GO:0097659,6,negatively_regulates,False,GO:1903507 negatively_regulates GO:0097659,negatively_regulates
GO:1902679,GO:2001141,1,is_a,False,GO:1902679 is_a GO:2001141,is_a
GO:1902679,GO:0010558,1,is_a,False,GO:1902679 is_a GO:0010558,is_a
GO:1902679,GO:0031327,1,is_a,False,GO:1902679 is_a GO:0031327,is_a
GO:1902679,GO:0051253,1,is_a,False,GO:1902679 is_a GO:0051253,is_a
GO:1902679,GO:0032774,6,negatively_regulates,False,GO:1902679 negatively_regulates GO:0032774,negatively_regulates
GO:0010558,GO:0010556,1,is_a,False,GO:0010558 is_a GO:0010556,is_a
GO:0010558,GO:0010605,1,is_a,False,GO:0010558 is_a GO:0010605,is_a
GO:0010558,GO:0009890,1,is_a,False,GO:0010558 is_a GO:0009890,is_a
GO:0010558,GO:0009059,6,negatively_regulates,False,GO:0010558 negatively_regulates GO:0009059,negatively_regulates
GO:0009890,GO:0009889,1,is_a,False,GO:0009890 is_a GO:0009889,is_a
GO:0009890,GO:0009892,1,is_a,False,GO:0009890 is_a GO:0009892,is_a
GO:0009890,GO:0009058,6,negatively_regulates,False,GO:0009890 negatively_regulates GO:0009058,negatively_regulates
GO:0031327,GO:0031326,1,is_a,False,GO:0031327 is_a GO:0031326,is_a
GO:0031327,GO:0009890,1,is_a,False,GO:0031327 is_a GO:0009890,is_a
GO:0031327,GO:0031324,1,is_a,False,GO:0031327 is_a GO:0031324,is_a
GO:0031327,GO:0044249,6,negatively_regulates,False,GO:0031327 negatively_regulates GO:0044249,negatively_regulates
GO:0031324,GO:0009892,1,is_a,False,GO:0031324 is_a GO:0009892,is_a
GO:0031324,GO:0048523,1,is_a,False,GO:0031324 is_a GO:0048523,is_a
GO:0031324,GO:0044237,6,negatively_regulates,False,GO:0031324 negatively_regulates GO:0044237,negatively_regulates
GO:0031324,GO:0031323,1,is_a,False,GO:0031324 is_a GO:0031323,is_a
GO:0048523,GO:0048519,1,is_a,False,GO:0048523 is_a GO:0048519,is_a
GO:0048523,GO:0009987,6,negatively_regulates,False,GO:0048523 negatively_regulates GO:0009987,negatively_regulates
GO:0048523,GO:0050794,1,is_a,False,GO:0048523 is_a GO:0050794,is_a
GO:0051253,GO:0010605,1,is_a,False,GO:0051253 is_a GO:0010605,is_a
GO:0051253,GO:0045934,1,is_a,False,GO:0051253 is_a GO:0045934,is_a
GO:0051253,GO:0016070,6,negatively_regulates,False,GO:0051253 negatively_regulates GO:0016070,negatively_regulates
GO:0051253,GO:0051252,1,is_a,False,GO:0051253 is_a GO:0051252,is_a
GO:0045934,GO:0031324,1,is_a,False,GO:0045934 is_a GO:0031324,is_a
GO:0045934,GO:0051172,1,is_a,False,GO:0045934 is_a GO:0051172,is_a
GO:0045934,GO:0006139,6,negatively_regulates,False,GO:0045934 negatively_regulates GO:0006139,negatively_regulates
GO:0044464,GO:0005575,1,is_a,False,GO:0044464 is_a GO:0005575,is_a
GO:0044464,GO:0005623,2,part_of,False,GO:0044464 part_of GO:0005623,part_of
GO:0045934,GO:0019219,1,is_a,False,GO:0045934 is_a GO:0019219,is_a
GO:0051172,GO:0009892,1,is_a,False,GO:0051172 is_a GO:0009892,is_a
GO:0051172,GO:0006807,6,negatively_regulates,False,GO:0051172 negatively_regulates GO:0006807,negatively_regulates
GO:0051172,GO:0051171,1,is_a,False,GO:0051172 is_a GO:0051171,is_a
GO:2000113,GO:2000112,1,is_a,False,GO:2000113 is_a GO:2000112,is_a
